revenue_id,date_id,year,month_num,month_name,quarter,quarter_label,stylist_id,territory_id,geo_id,city,region,country,currency_code,fx_rate,revenue_usd,revenue_local,cosm_revenue_usd,cosm_revenue_local,royalties_usd,session_mode,session_count
163,202601,2026,1,Jan,1,Q1 2026,S014,T01,G02,Manchester,EMEA,United Kingdom,GBP,0.79,11979.0,9463.41,1224.11,967.05,1197.9,In-Person,22
164,202602,2026,2,Feb,1,Q1 2026,S014,T01,G02,Manchester,EMEA,United Kingdom,GBP,0.79,20157.09,15924.1,4960.03,3918.42,2015.71,In-Person,15
165,202603,2026,3,Mar,1,Q1 2026,S014,T01,G02,Manchester,EMEA,United Kingdom,GBP,0.79,16022.52,12657.79,1996.97,1577.61,1602.25,Virtual,26
166,202604,2026,4,Apr,2,Q2 2026,S014,T01,G02,Manchester,EMEA,United Kingdom,GBP,0.79,14356.46,11341.6,2063.71,1630.33,1435.65,Virtual,38
167,202605,2026,5,May,2,Q2 2026,S014,T01,G02,Manchester,EMEA,United Kingdom,GBP,0.79,11174.77,8828.07,2103.12,1661.46,1117.48,In-Person,40
168,202606,2026,6,Jun,2,Q2 2026,S014,T01,G02,Manchester,EMEA,United Kingdom,GBP,0.79,17205.51,13592.35,2096.34,1656.11,1720.55,In-Person,34
169,202507,2025,7,Jul,3,Q3 2025,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,12328.5,9739.52,2786.67,2201.47,1232.85,In-Person,8
170,202508,2025,8,Aug,3,Q3 2025,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,11644.07,9198.82,1720.63,1359.3,1164.41,In-Person,39
171,202509,2025,9,Sep,3,Q3 2025,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,18633.13,14720.17,3194.61,2523.74,1863.31,In-Person,29
172,202510,2025,10,Oct,4,Q4 2025,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,14873.01,11749.68,2780.49,2196.59,1487.3,In-Person,28
173,202511,2025,11,Nov,4,Q4 2025,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,18685.22,14761.32,4800.68,3792.54,1868.52,In-Person,32
174,202512,2025,12,Dec,4,Q4 2025,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,11052.75,8731.67,2476.78,1956.66,1105.28,In-Person,38
175,202601,2026,1,Jan,1,Q1 2026,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,16712.73,13203.06,3841.01,3034.4,1671.27,In-Person,17
176,202602,2026,2,Feb,1,Q1 2026,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,14193.94,11213.21,1503.47,1187.74,1419.39,In-Person,29
177,202603,2026,3,Mar,1,Q1 2026,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,18686.4,14762.26,4482.32,3541.03,1868.64,In-Person,37
178,202604,2026,4,Apr,2,Q2 2026,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,8434.17,6662.99,1037.95,819.98,843.42,Virtual,17
179,202605,2026,5,May,2,Q2 2026,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,9147.94,7226.87,2058.69,1626.37,914.79,In-Person,33
180,202606,2026,6,Jun,2,Q2 2026,S015,T01,G03,Birmingham,EMEA,United Kingdom,GBP,0.79,16048.04,12677.95,3791.87,2995.58,1604.8,Virtual,32
181,202507,2025,7,Jul,3,Q3 2025,S016,T02,G04,New York,Americas,United States,USD,1.0,12038.69,12038.69,2411.2,2411.2,1203.87,Virtual,39
182,202508,2025,8,Aug,3,Q3 2025,S016,T02,G04,New York,Americas,United States,USD,1.0,11439.14,11439.14,1209.62,1209.62,1143.91,In-Person,26
183,202509,2025,9,Sep,3,Q3 2025,S016,T02,G04,New York,Americas,United States,USD,1.0,12356.12,12356.12,2711.95,2711.95,1235.61,In-Person,14
184,202510,2025,10,Oct,4,Q4 2025,S016,T02,G04,New York,Americas,United States,USD,1.0,10617.71,10617.71,2257.56,2257.56,1061.77,In-Person,18
185,202511,2025,11,Nov,4,Q4 2025,S016,T02,G04,New York,Americas,United States,USD,1.0,10131.01,10131.01,2477.52,2477.52,1013.1,In-Person,11
186,202512,2025,12,Dec,4,Q4 2025,S016,T02,G04,New York,Americas,United States,USD,1.0,7193.03,7193.03,1150.7,1150.7,719.3,In-Person,34
187,202601,2026,1,Jan,1,Q1 2026,S016,T02,G04,New York,Americas,United States,USD,1.0,9191.81,9191.81,2084.73,2084.73,919.18,In-Person,13
188,202602,2026,2,Feb,1,Q1 2026,S016,T02,G04,New York,Americas,United States,USD,1.0,9511.27,9511.27,1533.28,1533.28,951.13,In-Person,39
189,202603,2026,3,Mar,1,Q1 2026,S016,T02,G04,New York,Americas,United States,USD,1.0,11735.75,11735.75,1442.31,1442.31,1173.58,In-Person,24
190,202604,2026,4,Apr,2,Q2 2026,S016,T02,G04,New York,Americas,United States,USD,1.0,8411.85,8411.85,1738.68,1738.68,841.19,Virtual,37
191,202605,2026,5,May,2,Q2 2026,S016,T02,G04,New York,Americas,United States,USD,1.0,11650.54,11650.54,2428.18,2428.18,1165.05,In-Person,36
192,202606,2026,6,Jun,2,Q2 2026,S016,T02,G04,New York,Americas,United States,USD,1.0,11973.39,11973.39,3089.43,3089.43,1197.34,In-Person,35
193,202507,2025,7,Jul,3,Q3 2025,S017,T02,G05,Boston,Americas,United States,USD,1.0,13778.14,13778.14,2384.91,2384.91,1377.81,In-Person,32
194,202508,2025,8,Aug,3,Q3 2025,S017,T02,G05,Boston,Americas,United States,USD,1.0,15408.35,15408.35,1803.77,1803.77,1540.84,In-Person,30
195,202509,2025,9,Sep,3,Q3 2025,S017,T02,G05,Boston,Americas,United States,USD,1.0,12623.12,12623.12,3267.25,3267.25,1262.31,In-Person,33
196,202510,2025,10,Oct,4,Q4 2025,S017,T02,G05,Boston,Americas,United States,USD,1.0,9619.8,9619.8,1833.04,1833.04,961.98,In-Person,11
197,202511,2025,11,Nov,4,Q4 2025,S017,T02,G05,Boston,Americas,United States,USD,1.0,15981.17,15981.17,3503.51,3503.51,1598.12,Virtual,26
198,202512,2025,12,Dec,4,Q4 2025,S017,T02,G05,Boston,Americas,United States,USD,1.0,14632.41,14632.41,2001.99,2001.99,1463.24,Virtual,22
199,202601,2026,1,Jan,1,Q1 2026,S017,T02,G05,Boston,Americas,United States,USD,1.0,13241.18,13241.18,2639.53,2639.53,1324.12,In-Person,16
200,202602,2026,2,Feb,1,Q1 2026,S017,T02,G05,Boston,Americas,United States,USD,1.0,13157.48,13157.48,3217.59,3217.59,1315.75,In-Person,27
201,202603,2026,3,Mar,1,Q1 2026,S017,T02,G05,Boston,Americas,United States,USD,1.0,14761.1,14761.1,1554.91,1554.91,1476.11,In-Person,16
202,202604,2026,4,Apr,2,Q2 2026,S017,T02,G05,Boston,Americas,United States,USD,1.0,7776.33,7776.33,1144.81,1144.81,777.63,Virtual,19
203,202605,2026,5,May,2,Q2 2026,S017,T02,G05,Boston,Americas,United States,USD,1.0,8882.95,8882.95,2006.14,2006.14,888.3,Virtual,31
204,202606,2026,6,Jun,2,Q2 2026,S017,T02,G05,Boston,Americas,United States,USD,1.0,12183.52,12183.52,2999.07,2999.07,1218.35,Virtual,24
205,202507,2025,7,Jul,3,Q3 2025,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,19218.59,19218.59,4825.21,4825.21,1921.86,Virtual,26
206,202508,2025,8,Aug,3,Q3 2025,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,17208.71,17208.71,2653.49,2653.49,1720.87,In-Person,12
207,202509,2025,9,Sep,3,Q3 2025,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,9939.08,9939.08,2530.89,2530.89,993.91,Virtual,33
208,202510,2025,10,Oct,4,Q4 2025,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,19857.24,19857.24,4542.03,4542.03,1985.72,In-Person,33
209,202511,2025,11,Nov,4,Q4 2025,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,8417.02,8417.02,1564.32,1564.32,841.7,In-Person,24
210,202512,2025,12,Dec,4,Q4 2025,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,15264.72,15264.72,3535.11,3535.11,1526.47,Virtual,14
211,202601,2026,1,Jan,1,Q1 2026,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,16348.04,16348.04,2868.04,2868.04,1634.8,In-Person,28
212,202602,2026,2,Feb,1,Q1 2026,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,19233.07,19233.07,2604.52,2604.52,1923.31,In-Person,37
213,202603,2026,3,Mar,1,Q1 2026,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,19162.65,19162.65,2842.79,2842.79,1916.27,In-Person,16
214,202604,2026,4,Apr,2,Q2 2026,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,8794.16,8794.16,931.78,931.78,879.42,Virtual,15
215,202605,2026,5,May,2,Q2 2026,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,9416.3,9416.3,2278.38,2278.38,941.63,In-Person,37
216,202606,2026,6,Jun,2,Q2 2026,S018,T03,G06,Los Angeles,Americas,United States,USD,1.0,12702.14,12702.14,3199.68,3199.68,1270.21,In-Person,34
217,202507,2025,7,Jul,3,Q3 2025,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,15298.08,15298.08,3308.3,3308.3,1529.81,Virtual,14
218,202508,2025,8,Aug,3,Q3 2025,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,18254.32,18254.32,3623.56,3623.56,1825.43,Virtual,25
219,202509,2025,9,Sep,3,Q3 2025,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,8642.6,8642.6,1376.63,1376.63,864.26,In-Person,23
220,202510,2025,10,Oct,4,Q4 2025,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,18515.4,18515.4,2145.87,2145.87,1851.54,In-Person,30
221,202511,2025,11,Nov,4,Q4 2025,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,8976.6,8976.6,1293.9,1293.9,897.66,Virtual,37
222,202512,2025,12,Dec,4,Q4 2025,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,9350.08,9350.08,1252.32,1252.32,935.01,In-Person,9
223,202601,2026,1,Jan,1,Q1 2026,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,8856.94,8856.94,1358.31,1358.31,885.69,Virtual,21
224,202602,2026,2,Feb,1,Q1 2026,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,9073.32,9073.32,2018.13,2018.13,907.33,In-Person,21
225,202603,2026,3,Mar,1,Q1 2026,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,18006.64,18006.64,2471.95,2471.95,1800.66,Virtual,8
226,202604,2026,4,Apr,2,Q2 2026,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,11577.3,11577.3,2980.51,2980.51,1157.73,Virtual,24
227,202605,2026,5,May,2,Q2 2026,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,17832.17,17832.17,2096.85,2096.85,1783.22,Virtual,16
228,202606,2026,6,Jun,2,Q2 2026,S019,T03,G07,San Francisco,Americas,United States,USD,1.0,8428.32,8428.32,1908.15,1908.15,842.83,In-Person,28
229,202507,2025,7,Jul,3,Q3 2025,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,6095.1,9264.55,868.3,1319.82,609.51,In-Person,34
230,202508,2025,8,Aug,3,Q3 2025,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,10517.74,15986.96,2306.61,3506.05,1051.77,In-Person,31
231,202509,2025,9,Sep,3,Q3 2025,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,10406.4,15817.73,1222.22,1857.77,1040.64,In-Person,10
232,202510,2025,10,Oct,4,Q4 2025,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,12261.11,18636.89,3008.88,4573.5,1226.11,In-Person,27
233,202511,2025,11,Nov,4,Q4 2025,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,9928.04,15090.62,2524.15,3836.71,992.8,In-Person,38
234,202512,2025,12,Dec,4,Q4 2025,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,13301.59,20218.42,2237.38,3400.82,1330.16,In-Person,36
235,202601,2026,1,Jan,1,Q1 2026,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,6595.25,10024.78,744.78,1132.07,659.53,In-Person,12
236,202602,2026,2,Feb,1,Q1 2026,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,7051.99,10719.02,1409.63,2142.64,705.2,In-Person,28
237,202603,2026,3,Mar,1,Q1 2026,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,9259.5,14074.44,1811.0,2752.72,925.95,In-Person,40
238,202604,2026,4,Apr,2,Q2 2026,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,11205.37,17032.16,1298.35,1973.49,1120.54,Virtual,21
239,202605,2026,5,May,2,Q2 2026,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,9685.61,14722.13,2344.83,3564.14,968.56,In-Person,37
240,202606,2026,6,Jun,2,Q2 2026,S020,T04,G08,Sydney,APAC,Australia,AUD,1.52,9413.99,14309.26,2040.37,3101.36,941.4,In-Person,28
241,202507,2025,7,Jul,3,Q3 2025,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,11722.6,17818.35,1874.3,2848.94,1172.26,In-Person,38
242,202508,2025,8,Aug,3,Q3 2025,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,6540.16,9941.04,1524.4,2317.09,654.02,In-Person,14
243,202509,2025,9,Sep,3,Q3 2025,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,12411.44,18865.39,1981.16,3011.36,1241.14,In-Person,11
244,202510,2025,10,Oct,4,Q4 2025,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,11041.03,16782.37,2096.18,3186.19,1104.1,In-Person,15
245,202511,2025,11,Nov,4,Q4 2025,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,9518.67,14468.38,2282.36,3469.19,951.87,Virtual,35
246,202512,2025,12,Dec,4,Q4 2025,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,13481.8,20492.34,2903.57,4413.43,1348.18,Virtual,27
247,202601,2026,1,Jan,1,Q1 2026,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,9005.93,13689.01,1733.34,2634.68,900.59,In-Person,38
248,202602,2026,2,Feb,1,Q1 2026,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,7901.79,12010.72,927.0,1409.04,790.18,Virtual,31
249,202603,2026,3,Mar,1,Q1 2026,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,6954.01,10570.1,1005.35,1528.13,695.4,In-Person,35
250,202604,2026,4,Apr,2,Q2 2026,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,13283.01,20190.18,3399.49,5167.22,1328.3,Virtual,9
251,202605,2026,5,May,2,Q2 2026,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,11236.29,17079.16,2306.28,3505.55,1123.63,In-Person,9
252,202606,2026,6,Jun,2,Q2 2026,S021,T04,G09,Melbourne,APAC,Australia,AUD,1.52,7521.94,11433.35,1597.9,2428.81,752.19,In-Person,29
253,202507,2025,7,Jul,3,Q3 2025,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,9000.54,33031.98,1161.29,4261.93,900.05,In-Person,33
254,202508,2025,8,Aug,3,Q3 2025,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,6561.41,24080.37,1434.03,5262.89,656.14,Virtual,13
255,202509,2025,9,Sep,3,Q3 2025,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,12424.64,45598.43,1670.14,6129.41,1242.46,In-Person,29
256,202510,2025,10,Oct,4,Q4 2025,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,7322.55,26873.76,1097.37,4027.35,732.26,In-Person,13
257,202511,2025,11,Nov,4,Q4 2025,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,13613.97,49963.27,1700.29,6240.06,1361.4,Virtual,11
258,202512,2025,12,Dec,4,Q4 2025,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,11799.4,43303.8,1693.64,6215.66,1179.94,In-Person,39
259,202601,2026,1,Jan,1,Q1 2026,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,11219.66,41176.15,1865.49,6846.35,1121.97,In-Person,40
260,202602,2026,2,Feb,1,Q1 2026,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,6944.75,25487.23,1172.18,4301.9,694.48,In-Person,39
261,202603,2026,3,Mar,1,Q1 2026,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,10525.1,38627.12,1571.89,5768.84,1052.51,In-Person,11
262,202604,2026,4,Apr,2,Q2 2026,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,6024.95,22111.57,893.06,3277.53,602.5,In-Person,16
263,202605,2026,5,May,2,Q2 2026,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,12581.06,46172.49,1840.75,6755.55,1258.11,In-Person,39
264,202606,2026,6,Jun,2,Q2 2026,S022,T05,G10,Dubai,EMEA,United Arab Emirates,AED,3.67,12432.46,45627.13,1592.74,5845.36,1243.25,In-Person,22
265,202507,2025,7,Jul,3,Q3 2025,S023,T06,G11,Mumbai,APAC,India,INR,83.0,10293.94,854397.02,2401.95,199361.85,1029.39,Virtual,12
266,202508,2025,8,Aug,3,Q3 2025,S023,T06,G11,Mumbai,APAC,India,INR,83.0,9399.62,780168.46,2055.95,170643.85,939.96,In-Person,37
267,202509,2025,9,Sep,3,Q3 2025,S023,T06,G11,Mumbai,APAC,India,INR,83.0,13941.74,1157164.42,3317.26,275332.58,1394.17,In-Person,33
268,202510,2025,10,Oct,4,Q4 2025,S023,T06,G11,Mumbai,APAC,India,INR,83.0,12107.32,1004907.56,2019.88,167650.04,1210.73,In-Person,9
269,202511,2025,11,Nov,4,Q4 2025,S023,T06,G11,Mumbai,APAC,India,INR,83.0,14332.06,1189560.98,1827.33,151668.39,1433.21,Virtual,37
270,202512,2025,12,Dec,4,Q4 2025,S023,T06,G11,Mumbai,APAC,India,INR,83.0,13169.22,1093045.26,3254.95,270160.85,1316.92,In-Person,14
271,202601,2026,1,Jan,1,Q1 2026,S023,T06,G11,Mumbai,APAC,India,INR,83.0,8067.08,669567.64,1566.78,130042.74,806.71,In-Person,33
272,202602,2026,2,Feb,1,Q1 2026,S023,T06,G11,Mumbai,APAC,India,INR,83.0,13502.88,1120739.04,2961.57,245810.31,1350.29,In-Person,18
273,202603,2026,3,Mar,1,Q1 2026,S023,T06,G11,Mumbai,APAC,India,INR,83.0,6620.29,549484.07,1332.77,110619.91,662.03,In-Person,20
274,202604,2026,4,Apr,2,Q2 2026,S023,T06,G11,Mumbai,APAC,India,INR,83.0,13809.66,1146201.78,2152.93,178693.19,1380.97,Virtual,17
275,202605,2026,5,May,2,Q2 2026,S023,T06,G11,Mumbai,APAC,India,INR,83.0,8006.0,664498.0,988.19,82019.77,800.6,In-Person,17
276,202606,2026,6,Jun,2,Q2 2026,S023,T06,G11,Mumbai,APAC,India,INR,83.0,12546.87,1041390.21,2570.62,213361.46,1254.69,In-Person,39
277,202507,2025,7,Jul,3,Q3 2025,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,11514.53,955705.99,2190.04,181773.32,1151.45,In-Person,28
278,202508,2025,8,Aug,3,Q3 2025,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,15517.47,1287950.01,3109.0,258047.0,1551.75,In-Person,12
279,202509,2025,9,Sep,3,Q3 2025,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,11564.21,959829.43,2324.66,192946.78,1156.42,Virtual,11
280,202510,2025,10,Oct,4,Q4 2025,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,10394.42,862736.86,1162.83,96514.89,1039.44,In-Person,10
281,202511,2025,11,Nov,4,Q4 2025,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,7443.9,617843.7,1734.96,144001.68,744.39,In-Person,13
282,202512,2025,12,Dec,4,Q4 2025,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,13025.08,1081081.64,2359.24,195816.92,1302.51,In-Person,10
283,202601,2026,1,Jan,1,Q1 2026,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,11372.34,943904.22,2610.75,216692.25,1137.23,In-Person,28
284,202602,2026,2,Feb,1,Q1 2026,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,12925.06,1072779.98,2329.34,193335.22,1292.51,Virtual,36
285,202603,2026,3,Mar,1,Q1 2026,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,7910.02,656531.66,1928.94,160102.02,791.0,In-Person,13
286,202604,2026,4,Apr,2,Q2 2026,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,11920.49,989400.67,1521.17,126257.11,1192.05,In-Person,36
287,202605,2026,5,May,2,Q2 2026,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,16784.86,1393143.38,3085.91,256130.53,1678.49,In-Person,31
288,202606,2026,6,Jun,2,Q2 2026,S024,T06,G12,Bengaluru,APAC,India,INR,83.0,10603.52,880092.16,1540.3,127844.9,1060.35,In-Person,29
