BridgeID,ClientID,StylistID,IsPreferredStylist,FirstVisitDate,LastVisitDate,VisitCount,TotalSpend_GBP
BCS000362,CL1799,STY050,Yes,2021-10-23,2022-07-02,6,261.65
BCS000363,CL1799,STY026,No,2024-01-14,2024-04-07,2,111.41
BCS000364,CL0957,STY019,Yes,2022-06-18,2023-04-08,7,548.82
BCS000365,CL0428,STY027,Yes,2020-01-04,2020-08-01,5,580.24
BCS000366,CL2836,STY048,Yes,2020-10-28,2021-09-29,8,442.05
BCS000367,CL2812,STY061,Yes,2020-04-09,2020-09-24,4,387.4
BCS000368,CL2292,STY007,Yes,2021-02-01,2021-11-22,7,257.8
BCS000369,CL2845,STY037,Yes,2021-03-08,2021-10-04,5,399.24
BCS000370,CL0155,STY049,Yes,2021-04-21,2021-07-14,2,500.6
BCS000371,CL0155,STY032,No,2023-10-12,2024-02-15,3,243.11
BCS000372,CL0560,STY054,Yes,2020-06-30,2021-06-01,8,634.12
BCS000373,CL2314,STY007,Yes,2021-03-26,2021-06-18,2,763.86
BCS000374,CL2314,STY058,No,2021-09-09,2022-04-07,5,749.12
BCS000375,CL0364,STY055,Yes,2020-12-20,2021-10-10,7,767.1
BCS000376,CL1358,STY051,Yes,2022-06-29,2023-03-08,6,620.95
BCS000377,CL2291,STY071,Yes,2023-05-24,2024-04-24,8,709.36
BCS000378,CL1509,STY064,Yes,2024-05-02,2025-01-09,6,558.02
BCS000379,CL2768,STY031,Yes,2024-09-14,2025-05-24,6,199.44
BCS000380,CL2768,STY037,No,2021-12-26,2022-06-12,4,431.82
BCS000381,CL1247,STY033,Yes,2024-12-03,2025-01-14,1,821.54
BCS000382,CL2632,STY061,Yes,2022-08-11,2023-06-01,7,515.97
BCS000383,CL2632,STY050,No,2021-07-30,2021-09-10,1,295.18
BCS000384,CL0671,STY062,Yes,2022-05-12,2023-04-13,8,362.79
BCS000385,CL0929,STY057,Yes,2021-12-19,2022-06-05,4,320.03
BCS000386,CL2737,STY061,Yes,2024-04-18,2024-10-03,4,587.06
BCS000387,CL0718,STY008,Yes,2024-06-03,2024-07-15,1,580.73
BCS000388,CL1230,STY036,Yes,2024-02-21,2024-04-03,1,696.21
BCS000389,CL0371,STY046,Yes,2024-01-26,2024-05-31,3,277.84
BCS000390,CL1540,STY034,Yes,2021-12-04,2022-05-21,4,491.63
BCS000391,CL1528,STY043,Yes,2021-05-18,2022-01-25,6,815.14
BCS000392,CL1528,STY055,No,2021-02-14,2021-06-20,3,805.82
BCS000393,CL1528,STY047,No,2022-05-30,2022-07-11,1,571.63
BCS000394,CL0283,STY002,Yes,2022-08-13,2022-09-24,1,740.88
BCS000395,CL0283,STY005,No,2023-03-14,2023-06-06,2,147.96
BCS000396,CL0283,STY034,No,2024-02-15,2024-08-01,4,710.27
BCS000397,CL2969,STY047,Yes,2024-08-15,2025-06-05,7,153.74
BCS000398,CL1422,STY065,Yes,2023-04-26,2024-02-14,7,724.33
BCS000399,CL1422,STY073,No,2020-06-13,2020-09-05,2,508.45
BCS000400,CL2568,STY041,Yes,2021-03-16,2022-02-15,8,689.6
BCS000401,CL2568,STY065,No,2021-07-20,2022-05-10,7,416.92
BCS000402,CL1042,STY040,Yes,2022-08-21,2023-07-23,8,415.91
BCS000403,CL2835,STY053,Yes,2022-11-12,2023-10-14,8,600.04
BCS000404,CL1014,STY060,Yes,2024-02-10,2024-11-30,7,396.92
BCS000405,CL2986,STY050,Yes,2020-10-28,2020-12-09,1,653.98
BCS000406,CL2986,STY071,No,2023-12-29,2024-05-03,3,373.49
BCS000407,CL1773,STY048,Yes,2020-02-04,2020-04-28,2,303.55
BCS000408,CL1594,STY030,Yes,2023-11-17,2024-05-03,4,97.72
BCS000409,CL0099,STY024,Yes,2022-10-13,2023-08-03,7,780.74
BCS000410,CL1912,STY041,Yes,2024-09-12,2025-08-14,8,608.71
BCS000411,CL1912,STY036,No,2023-06-30,2024-04-19,7,226.93
BCS000412,CL0850,STY033,Yes,2020-04-22,2020-12-30,6,145.76
BCS000413,CL1229,STY069,Yes,2022-02-09,2022-03-23,1,327.79
BCS000414,CL1229,STY050,No,2021-09-21,2022-08-23,8,750.05
BCS000415,CL1195,STY012,Yes,2021-06-02,2022-05-04,8,648.59
BCS000416,CL1575,STY022,Yes,2021-06-18,2022-05-20,8,320.92
BCS000417,CL1929,STY017,Yes,2020-01-06,2020-06-22,4,342.12
BCS000418,CL1043,STY014,Yes,2020-02-04,2020-06-09,3,786.82
BCS000419,CL1593,STY065,Yes,2022-09-11,2023-02-26,4,727.92
BCS000420,CL0724,STY069,Yes,2024-11-10,2025-10-12,8,456.69
BCS000421,CL0724,STY053,No,2020-07-14,2020-12-29,4,163.08
BCS000422,CL0724,STY040,No,2021-02-20,2021-10-30,6,152.65
BCS000423,CL0502,STY002,Yes,2021-12-28,2022-09-06,6,242.67
BCS000424,CL0502,STY019,No,2022-05-06,2023-01-13,6,498.56
BCS000425,CL1415,STY027,Yes,2023-06-27,2024-03-05,6,576.46
BCS000426,CL2860,STY063,Yes,2023-05-18,2024-01-25,6,354.51
BCS000427,CL2860,STY071,No,2023-06-29,2023-08-10,1,705.68
BCS000428,CL2345,STY010,Yes,2020-12-15,2021-10-05,7,344.37
BCS000429,CL1462,STY015,Yes,2022-08-01,2023-04-10,6,667.21
BCS000430,CL1462,STY049,No,2020-12-30,2021-06-16,4,501.22
BCS000431,CL2232,STY013,Yes,2022-12-26,2023-03-20,2,508.54
BCS000432,CL2232,STY029,No,2024-01-07,2024-02-18,1,647.92
BCS000433,CL2232,STY040,No,2021-02-05,2021-04-30,2,713.44
BCS000434,CL1161,STY025,Yes,2020-09-17,2021-01-21,3,330.38
BCS000435,CL1161,STY034,No,2020-11-17,2021-02-09,2,615.3
BCS000436,CL2664,STY074,Yes,2024-03-04,2024-08-19,4,833.45
BCS000437,CL2664,STY060,No,2024-09-30,2024-11-11,1,729.51
BCS000438,CL0338,STY014,Yes,2020-05-09,2021-01-16,6,211.83
BCS000439,CL0338,STY023,No,2021-01-30,2021-08-28,5,163.46
BCS000440,CL2973,STY052,Yes,2020-06-29,2020-12-14,4,283.34
BCS000441,CL2871,STY046,Yes,2022-01-12,2022-06-29,4,735.98
BCS000442,CL1097,STY042,Yes,2021-01-23,2021-03-06,1,705.39
BCS000443,CL1097,STY029,No,2021-08-30,2021-10-11,1,434.58
BCS000444,CL1097,STY005,No,2022-12-27,2023-03-21,2,602.15
BCS000445,CL2498,STY007,Yes,2023-06-16,2024-04-05,7,367.22
BCS000446,CL0471,STY041,Yes,2021-10-16,2022-09-17,8,402.12
BCS000447,CL1740,STY056,Yes,2024-03-14,2024-10-10,5,340.78
BCS000448,CL1740,STY031,No,2021-09-13,2021-12-06,2,686.23
BCS000449,CL0261,STY024,Yes,2020-10-16,2021-08-06,7,803.76
BCS000450,CL0261,STY013,No,2024-10-22,2025-05-20,5,352.64
BCS000451,CL1811,STY040,Yes,2023-11-02,2024-01-25,2,800.88
BCS000452,CL0013,STY014,Yes,2020-08-02,2021-05-23,7,836.56
BCS000453,CL0013,STY003,No,2022-02-18,2022-05-13,2,108.04
BCS000454,CL0013,STY054,No,2024-03-23,2024-07-27,3,215.83
BCS000455,CL1380,STY016,Yes,2022-04-08,2022-08-12,3,410.14
BCS000456,CL0054,STY017,Yes,2020-11-07,2021-01-30,2,572.78
BCS000457,CL0662,STY052,Yes,2020-12-15,2021-10-05,7,725.92
BCS000458,CL0679,STY049,Yes,2020-10-26,2020-12-07,1,494.45
BCS000459,CL0316,STY064,Yes,2024-06-25,2024-09-17,2,658.05
BCS000460,CL0316,STY074,No,2020-01-23,2020-10-01,6,524.37
BCS000461,CL2104,STY046,Yes,2022-10-05,2023-02-08,3,668.85
BCS000462,CL0386,STY059,Yes,2020-04-10,2020-09-25,4,214.21
BCS000463,CL1657,STY060,Yes,2024-09-27,2025-04-25,5,516.94
BCS000464,CL2313,STY017,Yes,2024-07-06,2024-12-21,4,515.16
BCS000465,CL2313,STY033,No,2020-09-07,2021-01-11,3,555.6
BCS000466,CL2261,STY043,Yes,2021-01-16,2021-02-27,1,345.04
BCS000467,CL0295,STY003,Yes,2022-03-29,2022-05-10,1,703.54
BCS000468,CL0295,STY019,No,2020-03-30,2020-10-26,5,512.08
BCS000469,CL0295,STY067,No,2020-12-21,2021-04-26,3,292.92
BCS000470,CL2645,STY046,Yes,2024-10-01,2025-04-29,5,764.24
BCS000471,CL1175,STY052,Yes,2023-11-19,2024-07-28,6,126.45
BCS000472,CL0406,STY033,Yes,2024-11-18,2025-02-10,2,574.1
BCS000473,CL0934,STY065,Yes,2022-03-14,2022-10-10,5,249.2
BCS000474,CL0934,STY043,No,2020-07-11,2021-05-01,7,343.57
BCS000475,CL0934,STY056,No,2024-09-18,2025-05-28,6,420.72
BCS000476,CL2717,STY066,Yes,2023-02-18,2024-01-20,8,495.79
BCS000477,CL1121,STY057,Yes,2022-05-21,2022-11-05,4,150.92
BCS000478,CL1121,STY049,No,2022-03-08,2022-04-19,1,409.6
BCS000479,CL1121,STY045,No,2020-09-19,2021-01-23,3,731.73
BCS000480,CL1965,STY012,Yes,2020-07-19,2021-01-03,4,514.79
BCS000481,CL1584,STY036,Yes,2022-09-14,2023-04-12,5,597.38
BCS000482,CL0240,STY011,Yes,2024-03-23,2024-05-04,1,256.81
BCS000483,CL2420,STY043,Yes,2020-09-05,2021-04-03,5,741.91
BCS000484,CL1046,STY042,Yes,2024-02-03,2024-07-20,4,517.89
BCS000485,CL2304,STY073,Yes,2020-05-30,2020-08-22,2,291.01
BCS000486,CL2304,STY038,No,2024-07-14,2024-08-25,1,817.56
BCS000487,CL2304,STY040,No,2021-04-22,2021-11-18,5,427.58
BCS000488,CL0834,STY046,Yes,2020-07-09,2021-04-29,7,453.05
BCS000489,CL2700,STY073,Yes,2024-02-01,2024-07-18,4,190.2
BCS000490,CL2700,STY043,No,2024-02-04,2024-11-24,7,467.54
BCS000491,CL1843,STY033,Yes,2024-04-03,2025-01-22,7,710.09
BCS000492,CL1843,STY066,No,2022-12-18,2023-10-08,7,725.21
BCS000493,CL1179,STY020,Yes,2023-04-29,2023-09-02,3,372.51
BCS000494,CL0106,STY069,Yes,2024-11-22,2025-03-28,3,491.78
BCS000495,CL0106,STY024,No,2020-12-03,2021-01-14,1,668.9
BCS000496,CL0527,STY028,Yes,2020-11-11,2021-04-28,4,377.01
BCS000497,CL2423,STY066,Yes,2022-11-19,2023-07-29,6,417.46
BCS000498,CL0514,STY055,Yes,2022-04-18,2023-03-20,8,474.3
BCS000499,CL0514,STY063,No,2023-06-04,2024-03-24,7,305.3
BCS000500,CL2196,STY029,Yes,2021-07-04,2022-01-30,5,528.77
BCS000501,CL2196,STY062,No,2024-08-28,2025-07-30,8,347.72
BCS000502,CL1660,STY046,Yes,2023-07-26,2024-01-10,4,156.28
BCS000503,CL1183,STY045,Yes,2023-11-01,2024-07-10,6,547.77
BCS000504,CL2609,STY065,Yes,2023-12-04,2024-11-04,8,302.28
BCS000505,CL0989,STY036,Yes,2023-11-05,2024-01-28,2,627.84
BCS000506,CL0989,STY012,No,2021-08-19,2022-06-09,7,611.35
BCS000507,CL0825,STY021,Yes,2021-10-23,2022-01-15,2,728.47
BCS000508,CL0825,STY055,No,2023-08-28,2023-11-20,2,691.38
BCS000509,CL0825,STY057,No,2023-06-21,2024-05-22,8,415.42
BCS000510,CL0118,STY035,Yes,2023-06-09,2024-03-29,7,363.47
BCS000511,CL0621,STY046,Yes,2024-05-13,2025-03-03,7,329.56
BCS000512,CL2866,STY052,Yes,2022-06-21,2023-04-11,7,274.38
BCS000513,CL2599,STY007,Yes,2021-02-27,2021-11-06,6,650.98
BCS000514,CL2599,STY073,No,2024-08-02,2024-12-06,3,141.07
BCS000515,CL1425,STY025,Yes,2024-09-10,2024-10-22,1,159.83
BCS000516,CL0122,STY074,Yes,2023-08-28,2024-01-01,3,225.28
BCS000517,CL0122,STY061,No,2021-07-29,2021-12-02,3,190.32
BCS000518,CL2356,STY070,Yes,2024-06-09,2024-11-24,4,325.51
BCS000519,CL2646,STY022,Yes,2022-02-20,2022-12-11,7,512.74
BCS000520,CL2646,STY062,No,2023-03-08,2023-10-04,5,424.1
BCS000521,CL2397,STY011,Yes,2020-03-09,2020-10-05,5,101.12
BCS000522,CL2397,STY065,No,2021-02-21,2021-08-08,4,782.04
BCS000523,CL2896,STY010,Yes,2024-09-13,2025-05-23,6,752.2
BCS000524,CL0767,STY031,Yes,2022-02-06,2022-11-27,7,397.19
BCS000525,CL0478,STY014,Yes,2021-10-30,2022-05-28,5,300.79
BCS000526,CL0478,STY045,No,2020-02-02,2020-10-11,6,280.01
BCS000527,CL2980,STY051,Yes,2020-03-24,2021-01-12,7,460.84
BCS000528,CL0773,STY052,Yes,2023-07-20,2023-11-23,3,469.31
BCS000529,CL1703,STY043,Yes,2024-03-14,2024-08-29,4,393.29
BCS000530,CL1545,STY039,Yes,2020-05-08,2020-07-31,2,547.47
BCS000531,CL1545,STY074,No,2020-11-09,2021-07-19,6,403.62
BCS000532,CL2992,STY020,Yes,2022-01-16,2022-02-27,1,223.89
BCS000533,CL2992,STY065,No,2020-06-24,2021-03-03,6,827.24
BCS000534,CL1883,STY028,Yes,2021-05-18,2021-06-29,1,603.55
BCS000535,CL1883,STY072,No,2022-07-18,2023-03-27,6,755.44
BCS000536,CL0505,STY012,Yes,2020-11-21,2021-09-11,7,232.71
BCS000537,CL2457,STY048,Yes,2022-03-25,2023-02-24,8,579.22
BCS000538,CL1547,STY051,Yes,2020-01-06,2020-12-07,8,518.69
BCS000539,CL1702,STY003,Yes,2024-08-27,2025-05-06,6,157.05
BCS000540,CL1702,STY062,No,2024-05-19,2024-08-11,2,553.4
BCS000541,CL1696,STY062,Yes,2022-02-06,2022-10-16,6,146.73
BCS000542,CL1784,STY036,Yes,2021-09-04,2021-11-27,2,694.07
BCS000543,CL0320,STY022,Yes,2021-02-25,2021-05-20,2,419.23
BCS000544,CL0320,STY044,No,2021-07-18,2021-11-21,3,487.61
BCS000545,CL0007,STY032,Yes,2024-05-17,2025-01-24,6,595.54
BCS000546,CL0007,STY067,No,2022-09-01,2023-03-30,5,427.18
BCS000547,CL0572,STY049,Yes,2024-05-16,2025-01-23,6,534.67
BCS000548,CL1284,STY003,Yes,2022-01-10,2022-09-19,6,323.76
BCS000549,CL1615,STY027,Yes,2021-03-31,2022-01-19,7,500.47
BCS000550,CL1615,STY040,No,2023-09-08,2024-08-09,8,171.9
BCS000551,CL0986,STY073,Yes,2020-10-15,2020-11-26,1,721.7
BCS000552,CL0986,STY023,No,2021-06-28,2021-08-09,1,462.59
BCS000553,CL1139,STY031,Yes,2021-12-09,2022-05-26,4,366.76
BCS000554,CL1139,STY039,No,2022-08-07,2023-07-09,8,189.37
BCS000555,CL1139,STY015,No,2020-04-14,2020-05-26,1,177.89
BCS000556,CL0713,STY033,Yes,2024-10-24,2025-04-10,4,673.71
BCS000557,CL0713,STY060,No,2023-06-12,2024-01-08,5,276.5
BCS000558,CL0713,STY059,No,2020-05-26,2020-12-22,5,619.15
BCS000559,CL0132,STY023,Yes,2021-12-22,2022-08-31,6,448.57
BCS000560,CL0551,STY052,Yes,2021-06-05,2021-08-28,2,263.55
BCS000561,CL0525,STY063,Yes,2021-09-24,2021-12-17,2,392.1
BCS000562,CL0548,STY048,Yes,2022-08-15,2023-01-30,4,562.78
BCS000563,CL0902,STY031,Yes,2024-10-28,2025-03-03,3,499.99
BCS000564,CL1101,STY045,Yes,2024-09-04,2025-05-14,6,461.92
BCS000565,CL1101,STY071,No,2023-05-09,2023-12-05,5,723.81
BCS000566,CL1101,STY003,No,2022-01-11,2022-04-05,2,588.48
BCS000567,CL2514,STY020,Yes,2024-05-31,2024-12-27,5,569.19
BCS000568,CL2411,STY025,Yes,2022-04-20,2022-08-24,3,274.94
BCS000569,CL2230,STY039,Yes,2020-01-04,2020-08-01,5,108.77
BCS000570,CL2230,STY057,No,2020-07-27,2021-02-22,5,397.34
BCS000571,CL2993,STY057,Yes,2023-07-21,2023-10-13,2,287.14
BCS000572,CL0297,STY063,Yes,2020-09-11,2021-05-21,6,633.8
BCS000573,CL0297,STY032,No,2023-03-17,2023-11-24,6,845.99
BCS000574,CL0297,STY038,No,2022-11-27,2023-05-14,4,471.98
BCS000575,CL0856,STY052,Yes,2020-03-16,2020-06-08,2,443.42
BCS000576,CL1793,STY050,Yes,2020-07-25,2020-09-05,1,153.76
BCS000577,CL1735,STY004,Yes,2023-09-11,2023-10-23,1,667.27
BCS000578,CL2269,STY005,Yes,2022-02-23,2023-01-25,8,527.45
BCS000579,CL0905,STY074,Yes,2022-09-28,2023-07-19,7,624.05
BCS000580,CL0905,STY005,No,2020-12-30,2021-09-08,6,331.93
BCS000581,CL1725,STY020,Yes,2020-08-12,2021-04-21,6,531.62
BCS000582,CL2000,STY071,Yes,2022-06-30,2023-04-20,7,606.03
BCS000583,CL2000,STY055,No,2021-12-23,2022-06-09,4,691.89
BCS000584,CL1467,STY031,Yes,2022-01-23,2022-10-02,6,625.94
BCS000585,CL2529,STY006,Yes,2022-09-28,2022-11-09,1,438.11
BCS000586,CL0067,STY069,Yes,2021-03-15,2021-10-11,5,683.21
BCS000587,CL0385,STY030,Yes,2024-03-22,2024-09-06,4,557.13
BCS000588,CL0385,STY045,No,2020-06-01,2020-12-28,5,238.12
BCS000589,CL0385,STY014,No,2023-05-21,2024-04-21,8,782.64
BCS000590,CL1943,STY064,Yes,2023-07-24,2024-02-19,5,831.56
BCS000591,CL1853,STY052,Yes,2024-10-08,2025-03-25,4,331.8
BCS000592,CL2517,STY073,Yes,2022-06-23,2022-09-15,2,812.77
BCS000593,CL2517,STY053,No,2021-07-02,2021-08-13,1,242.99
BCS000594,CL0296,STY002,Yes,2022-07-23,2023-01-07,4,702.47
BCS000595,CL0296,STY007,No,2024-05-04,2025-02-22,7,731.83
BCS000596,CL1342,STY020,Yes,2022-03-09,2022-04-20,1,482.82
BCS000597,CL0614,STY044,Yes,2021-04-30,2022-04-01,8,706.38
BCS000598,CL0614,STY024,No,2021-06-25,2021-09-17,2,201.83
BCS000599,CL0614,STY054,No,2022-11-03,2023-08-24,7,419.02
BCS000600,CL2740,STY012,Yes,2024-07-17,2024-11-20,3,602.53
BCS000601,CL1131,STY022,Yes,2023-07-07,2023-11-10,3,338.31
BCS000602,CL1131,STY010,No,2020-11-21,2021-09-11,7,157.37
BCS000603,CL1131,STY034,No,2020-08-09,2021-07-11,8,691.24
BCS000604,CL1654,STY019,Yes,2024-09-22,2025-06-01,6,706.56
BCS000605,CL0493,STY051,Yes,2022-07-13,2023-02-08,5,570.03
BCS000606,CL0493,STY041,No,2021-07-12,2022-05-02,7,785.61
BCS000607,CL1124,STY024,Yes,2023-11-06,2024-07-15,6,306.52
BCS000608,CL1124,STY048,No,2020-06-05,2020-08-28,2,488.18
BCS000609,CL1204,STY069,Yes,2020-06-23,2020-12-08,4,383.45
BCS000610,CL1204,STY044,No,2022-07-10,2022-12-25,4,480.96
BCS000611,CL0111,STY044,Yes,2020-10-22,2020-12-03,1,250.59
BCS000612,CL2527,STY070,Yes,2023-11-14,2024-04-30,4,430.64
BCS000613,CL2527,STY013,No,2024-01-19,2024-11-08,7,482.31
BCS000614,CL0673,STY069,Yes,2024-10-31,2025-10-02,8,804.02
BCS000615,CL0673,STY036,No,2021-06-16,2022-04-06,7,601.42
BCS000616,CL0866,STY010,Yes,2021-06-18,2021-12-03,4,244.74
BCS000617,CL1005,STY008,Yes,2020-07-18,2020-10-10,2,234.36
BCS000618,CL1436,STY027,Yes,2022-03-08,2022-04-19,1,242.67
BCS000619,CL0257,STY051,Yes,2021-08-19,2022-07-21,8,780.49
BCS000620,CL1876,STY074,Yes,2020-01-22,2020-11-11,7,594.36
BCS000621,CL1246,STY014,Yes,2023-01-18,2023-07-05,4,680.49
BCS000622,CL1620,STY048,Yes,2020-01-06,2020-12-07,8,412.91
BCS000623,CL1477,STY009,Yes,2023-07-27,2024-05-16,7,235.08
BCS000624,CL1779,STY019,Yes,2020-03-26,2020-10-22,5,506.93
BCS000625,CL1259,STY051,Yes,2020-04-11,2020-11-07,5,172.75
BCS000626,CL1259,STY072,No,2022-03-09,2022-08-24,4,128.76
BCS000627,CL0574,STY021,Yes,2024-09-26,2025-04-24,5,589.03
BCS000628,CL0574,STY050,No,2024-06-17,2025-04-07,7,288.81
BCS000629,CL1544,STY039,Yes,2020-08-11,2020-11-03,2,397.96
BCS000630,CL0216,STY030,Yes,2023-06-01,2023-07-13,1,387.11
BCS000631,CL0451,STY073,Yes,2023-08-14,2023-09-25,1,268.25
BCS000632,CL0451,STY005,No,2020-09-24,2021-06-03,6,709.83
BCS000633,CL0451,STY063,No,2020-08-22,2021-07-24,8,610.42
BCS000634,CL2252,STY009,Yes,2024-02-19,2024-10-28,6,516.78
BCS000635,CL1572,STY051,Yes,2023-01-20,2023-05-26,3,532.58
BCS000636,CL1009,STY002,Yes,2022-08-04,2023-03-02,5,227.24
BCS000637,CL2006,STY032,Yes,2024-02-01,2024-06-06,3,684.62
BCS000638,CL2006,STY009,No,2021-11-29,2022-04-04,3,398.15
BCS000639,CL2006,STY051,No,2020-01-08,2020-05-13,3,226.55
BCS000640,CL0526,STY004,Yes,2023-02-01,2024-01-03,8,371.96
BCS000641,CL1555,STY002,Yes,2020-10-16,2021-04-02,4,245.24
BCS000642,CL2865,STY070,Yes,2024-08-21,2025-03-19,5,240.05
BCS000643,CL2865,STY030,No,2024-09-14,2024-12-07,2,98.22
BCS000644,CL2865,STY065,No,2022-01-11,2022-12-13,8,275.68
BCS000645,CL0273,STY011,Yes,2021-09-29,2022-06-08,6,788.3
BCS000646,CL0273,STY062,No,2022-02-11,2022-07-29,4,677.47
BCS000647,CL2325,STY016,Yes,2024-11-29,2025-04-04,3,649.48
BCS000648,CL2325,STY004,No,2021-09-15,2021-10-27,1,780.05
BCS000649,CL2395,STY020,Yes,2021-05-15,2021-10-30,4,160.52
BCS000650,CL2395,STY070,No,2021-11-07,2022-07-17,6,482.49
BCS000651,CL2706,STY062,Yes,2023-03-30,2023-05-11,1,798.46
BCS000652,CL2706,STY073,No,2021-11-25,2022-10-27,8,170.47
BCS000653,CL1563,STY011,Yes,2021-01-28,2021-03-11,1,355.78
BCS000654,CL1563,STY063,No,2022-10-21,2023-09-22,8,780.2
BCS000655,CL1563,STY004,No,2023-03-19,2023-10-15,5,150.65
BCS000656,CL2509,STY049,Yes,2020-01-10,2020-09-18,6,165.38
BCS000657,CL1372,STY070,Yes,2024-07-15,2024-12-30,4,669.38
BCS000658,CL1459,STY042,Yes,2021-05-04,2022-04-05,8,385.81
BCS000659,CL1459,STY027,No,2021-06-14,2021-09-06,2,665.82
BCS000660,CL2387,STY052,Yes,2022-07-25,2023-06-26,8,748.58
BCS000661,CL0647,STY008,Yes,2020-01-20,2020-11-09,7,306.26
BCS000662,CL0749,STY059,Yes,2023-10-17,2024-04-02,4,731.28
BCS000663,CL1991,STY061,Yes,2020-04-01,2020-09-16,4,265.48
BCS000664,CL1991,STY031,No,2021-06-25,2022-04-15,7,660.05
BCS000665,CL1797,STY058,Yes,2024-03-26,2025-02-25,8,771.58
BCS000666,CL1797,STY043,No,2021-06-24,2022-03-03,6,182.81
BCS000667,CL1539,STY070,Yes,2021-07-29,2021-09-09,1,537.92
BCS000668,CL1077,STY057,Yes,2024-09-23,2024-12-16,2,503.76
BCS000669,CL1077,STY028,No,2021-12-06,2022-09-26,7,109.75
BCS000670,CL0380,STY038,Yes,2020-11-28,2021-10-30,8,133.86
BCS000671,CL1224,STY047,Yes,2024-08-01,2025-02-27,5,701.07
BCS000672,CL2490,STY016,Yes,2020-08-03,2020-10-26,2,133.67
BCS000673,CL0185,STY074,Yes,2021-09-20,2022-08-22,8,368.35
BCS000674,CL0185,STY061,No,2023-10-11,2024-06-19,6,410.84
BCS000675,CL0185,STY051,No,2022-08-02,2022-12-06,3,481.36
BCS000676,CL0108,STY020,Yes,2022-03-04,2022-08-19,4,318.51
BCS000677,CL0108,STY022,No,2021-11-22,2022-06-20,5,807.17
BCS000678,CL0887,STY027,Yes,2023-05-31,2023-12-27,5,817.26
BCS000679,CL0887,STY002,No,2022-02-17,2022-10-27,6,654.94
BCS000680,CL2243,STY056,Yes,2022-02-15,2022-06-21,3,791.24
BCS000681,CL1325,STY053,Yes,2022-11-29,2023-04-04,3,798.27
BCS000682,CL1325,STY009,No,2024-05-20,2025-04-21,8,120.5
BCS000683,CL1325,STY028,No,2024-04-20,2025-03-22,8,761.78
BCS000684,CL0011,STY057,Yes,2022-08-17,2022-09-28,1,666.44
BCS000685,CL0011,STY048,No,2021-02-24,2021-12-15,7,203.96
BCS000686,CL0733,STY060,Yes,2023-04-21,2023-08-25,3,758.9
BCS000687,CL1371,STY057,Yes,2023-10-04,2023-12-27,2,136.66
BCS000688,CL1371,STY009,No,2022-06-15,2022-11-30,4,841.21
BCS000689,CL1407,STY071,Yes,2023-05-07,2024-02-25,7,225.16
BCS000690,CL2695,STY005,Yes,2023-01-10,2023-05-16,3,312.0
BCS000691,CL2695,STY053,No,2020-12-01,2021-05-18,4,240.41
BCS000692,CL2749,STY031,Yes,2021-03-17,2021-09-01,4,285.43
BCS000693,CL2749,STY007,No,2022-02-15,2022-03-29,1,689.56
BCS000694,CL2749,STY019,No,2024-07-25,2024-09-05,1,725.06
BCS000695,CL1111,STY049,Yes,2023-12-20,2024-06-05,4,608.44
BCS000696,CL1111,STY073,No,2020-01-05,2020-10-25,7,557.04
BCS000697,CL1111,STY034,No,2023-09-02,2024-01-06,3,239.0
BCS000698,CL1182,STY051,Yes,2021-10-23,2022-02-26,3,547.08
BCS000699,CL1048,STY065,Yes,2021-12-04,2022-05-21,4,459.21
BCS000700,CL2251,STY005,Yes,2024-10-30,2025-05-28,5,286.63
BCS000701,CL2251,STY049,No,2024-08-22,2025-05-01,6,311.89
BCS000702,CL1636,STY044,Yes,2021-05-17,2021-08-09,2,182.92
BCS000703,CL2909,STY067,Yes,2024-05-23,2024-07-04,1,288.22
BCS000704,CL0577,STY040,Yes,2020-10-20,2020-12-01,1,339.61
BCS000705,CL0740,STY053,Yes,2022-01-17,2022-09-26,6,699.54
BCS000706,CL0740,STY039,No,2022-09-09,2023-06-30,7,510.74
BCS000707,CL0740,STY017,No,2023-07-29,2024-06-29,8,505.99
BCS000708,CL2185,STY024,Yes,2020-03-27,2020-09-11,4,640.19
BCS000709,CL2661,STY022,Yes,2020-06-02,2021-05-04,8,120.81
BCS000710,CL2661,STY016,No,2020-07-09,2021-03-18,6,517.94
BCS000711,CL2661,STY032,No,2022-04-29,2022-10-14,4,813.32
BCS000712,CL0937,STY017,Yes,2024-07-19,2025-06-20,8,522.22
BCS000713,CL0937,STY070,No,2024-05-09,2025-04-10,8,215.41
BCS000714,CL2346,STY064,Yes,2024-08-19,2024-11-11,2,284.96
BCS000715,CL2346,STY026,No,2020-11-18,2021-06-16,5,523.37
BCS000716,CL0004,STY023,Yes,2024-08-01,2024-10-24,2,452.79
BCS000717,CL0004,STY074,No,2023-09-27,2024-07-17,7,328.83
BCS000718,CL1232,STY002,Yes,2021-04-25,2021-10-10,4,668.98
BCS000719,CL1921,STY065,Yes,2020-01-14,2020-12-15,8,98.39
BCS000720,CL0988,STY006,Yes,2021-01-01,2021-12-03,8,330.73
BCS000721,CL2754,STY020,Yes,2020-10-28,2021-03-03,3,646.62
BCS000722,CL2754,STY003,No,2023-09-05,2023-10-17,1,157.11
BCS000723,CL0271,STY047,Yes,2022-01-20,2022-08-18,5,145.45
BCS000724,CL0271,STY039,No,2021-07-18,2022-06-19,8,562.73
