SaleID,Date,ConsultantID,StylistID,ClientID,ProductID,ProductName,Category,Season,Quantity,Revenue_GBP,SaleType,Year,MonthName,QuarterYear
PS001015,2023-04-25,CON018,STY052,CL0148,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Online,2023,April,Q2 2023
PS001016,2023-04-25,CON008,STY024,CL2108,PR20,Gift Voucher £50,Gift,All,3,150,Online,2023,April,Q2 2023
PS001017,2023-04-25,CON005,STY015,CL2799,PR18,Colour Journal,Books,All,1,18,Follow-up,2023,April,Q2 2023
PS001018,2023-04-26,CON005,STY014,CL0617,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Gift,2023,April,Q2 2023
PS001019,2023-04-26,CON011,STY031,CL2910,PR21,Gift Voucher £100,Gift,All,1,100,Post-Consultation,2023,April,Q2 2023
PS001020,2023-04-26,CON010,STY030,CL0155,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Gift,2023,April,Q2 2023
PS001021,2023-04-26,CON010,STY029,CL1817,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Follow-up,2023,April,Q2 2023
PS001022,2023-04-26,CON015,STY042,CL2778,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Post-Consultation,2023,April,Q2 2023
PS001023,2023-04-26,CON015,STY042,CL2535,PR03,Colour Fan — Autumn,Colour Tools,Autumn,1,42,Online,2023,April,Q2 2023
PS001024,2023-04-26,CON015,STY042,CL2453,PR02,Colour Fan — Summer,Colour Tools,Summer,1,42,Online,2023,April,Q2 2023
PS001025,2023-04-26,CON009,STY025,CL1713,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Gift,2023,April,Q2 2023
PS001026,2023-04-26,CON004,STY011,CL1822,PR13,Lipstick — Terracotta,Cosmetics,Autumn,3,54,Post-Consultation,2023,April,Q2 2023
PS001027,2023-04-27,CON023,STY066,CL1552,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Follow-up,2023,April,Q2 2023
PS001028,2023-04-27,CON025,STY072,CL1858,PR02,Colour Fan — Summer,Colour Tools,Summer,2,84,Gift,2023,April,Q2 2023
PS001029,2023-04-27,CON008,STY024,CL1596,PR13,Lipstick — Terracotta,Cosmetics,Autumn,3,54,Gift,2023,April,Q2 2023
PS001030,2023-04-27,CON008,STY023,CL0695,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Online,2023,April,Q2 2023
PS001031,2023-04-27,CON005,STY016,CL1742,PR13,Lipstick — Terracotta,Cosmetics,Autumn,2,36,Post-Consultation,2023,April,Q2 2023
PS001032,2023-04-27,CON014,STY041,CL1335,PR04,Colour Fan — Winter,Colour Tools,Winter,1,42,Follow-up,2023,April,Q2 2023
PS001033,2023-04-27,CON015,STY042,CL2146,PR22,Gift Voucher £150,Gift,All,1,150,Online,2023,April,Q2 2023
PS001034,2023-04-27,CON015,STY042,CL2146,PR13,Lipstick — Terracotta,Cosmetics,Autumn,2,36,Online,2023,April,Q2 2023
PS001035,2023-04-27,CON002,STY003,CL1196,PR14,Lipstick — Berry,Cosmetics,Winter,2,36,Gift,2023,April,Q2 2023
PS001036,2023-04-28,CON012,STY033,CL2286,PR04,Colour Fan — Winter,Colour Tools,Winter,2,84,Gift,2023,April,Q2 2023
PS001037,2023-04-28,CON012,STY033,CL0527,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Online,2023,April,Q2 2023
PS001038,2023-04-28,CON012,STY035,CL2843,PR20,Gift Voucher £50,Gift,All,1,50,Follow-up,2023,April,Q2 2023
PS001039,2023-04-28,CON004,STY012,CL1058,PR04,Colour Fan — Winter,Colour Tools,Winter,1,42,Post-Consultation,2023,April,Q2 2023
PS001040,2023-04-28,CON020,STY056,CL0735,PR06,Silk Scarf — Summer,Accessories,Summer,2,136,Gift,2023,April,Q2 2023
PS001041,2023-04-28,CON007,STY021,CL0892,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Online,2023,April,Q2 2023
PS001042,2023-04-28,CON007,STY021,CL2361,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Follow-up,2023,April,Q2 2023
PS001043,2023-04-28,CON007,STY021,CL2817,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,2,70,Follow-up,2023,April,Q2 2023
PS001044,2023-04-28,CON018,STY052,CL1626,PR18,Colour Journal,Books,All,1,18,Gift,2023,April,Q2 2023
PS001045,2023-04-28,CON019,STY054,CL2735,PR22,Gift Voucher £150,Gift,All,1,150,Follow-up,2023,April,Q2 2023
PS001046,2023-04-28,CON019,STY053,CL0337,PR04,Colour Fan — Winter,Colour Tools,Winter,1,42,Post-Consultation,2023,April,Q2 2023
PS001047,2023-04-28,CON019,STY053,CL1593,PR17,Style Guide Book,Books,All,1,24,Gift,2023,April,Q2 2023
PS001048,2023-04-28,CON017,STY049,CL2779,PR04,Colour Fan — Winter,Colour Tools,Winter,2,84,Follow-up,2023,April,Q2 2023
PS001049,2023-04-28,CON017,STY047,CL0400,PR21,Gift Voucher £100,Gift,All,2,200,Gift,2023,April,Q2 2023
PS001050,2023-04-28,CON017,STY048,CL0234,PR11,Lipstick — Coral,Cosmetics,Spring,1,18,Gift,2023,April,Q2 2023
PS001051,2023-04-29,CON011,STY032,CL2269,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Follow-up,2023,April,Q2 2023
PS001052,2023-04-29,CON011,STY032,CL0884,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Gift,2023,April,Q2 2023
PS001053,2023-04-29,CON017,STY048,CL2698,PR08,Silk Scarf — Winter,Accessories,Winter,1,68,Post-Consultation,2023,April,Q2 2023
PS001054,2023-04-29,CON017,STY048,CL2342,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Follow-up,2023,April,Q2 2023
PS001055,2023-04-29,CON007,STY021,CL1330,PR06,Silk Scarf — Summer,Accessories,Summer,2,136,Gift,2023,April,Q2 2023
PS001056,2023-04-29,CON007,STY021,CL0026,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,3,105,Gift,2023,April,Q2 2023
PS001057,2023-04-29,CON022,STY064,CL0202,PR11,Lipstick — Coral,Cosmetics,Spring,1,18,Post-Consultation,2023,April,Q2 2023
PS001058,2023-04-29,CON012,STY034,CL1771,PR14,Lipstick — Berry,Cosmetics,Winter,2,36,Follow-up,2023,April,Q2 2023
PS001059,2023-04-29,CON003,STY009,CL1090,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Gift,2023,April,Q2 2023
PS001060,2023-04-29,CON002,STY005,CL1317,PR20,Gift Voucher £50,Gift,All,2,100,Post-Consultation,2023,April,Q2 2023
PS001061,2023-04-29,CON002,STY005,CL0284,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Gift,2023,April,Q2 2023
PS001062,2023-04-29,CON002,STY003,CL0315,PR06,Silk Scarf — Summer,Accessories,Summer,3,204,Gift,2023,April,Q2 2023
PS001063,2023-05-01,CON014,STY040,CL1938,PR18,Colour Journal,Books,All,1,18,Online,2023,May,Q2 2023
PS001064,2023-05-01,CON005,STY014,CL2239,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Online,2023,May,Q2 2023
PS001065,2023-05-01,CON009,STY026,CL0864,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,2,70,Gift,2023,May,Q2 2023
PS001066,2023-05-01,CON008,STY023,CL2048,PR18,Colour Journal,Books,All,1,18,Online,2023,May,Q2 2023
PS001067,2023-05-02,CON013,STY037,CL2343,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Post-Consultation,2023,May,Q2 2023
PS001068,2023-05-02,CON007,STY021,CL2772,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Follow-up,2023,May,Q2 2023
PS001069,2023-05-02,CON006,STY018,CL1163,PR13,Lipstick — Terracotta,Cosmetics,Autumn,3,54,Gift,2023,May,Q2 2023
PS001070,2023-05-02,CON004,STY012,CL2727,PR03,Colour Fan — Autumn,Colour Tools,Autumn,1,42,Follow-up,2023,May,Q2 2023
PS001071,2023-05-02,CON004,STY013,CL3000,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Post-Consultation,2023,May,Q2 2023
PS001072,2023-05-02,CON021,STY060,CL0985,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Post-Consultation,2023,May,Q2 2023
PS001073,2023-05-03,CON014,STY040,CL1882,PR01,Colour Fan — Spring,Colour Tools,Spring,3,126,Follow-up,2023,May,Q2 2023
PS001074,2023-05-03,CON002,STY004,CL0370,PR22,Gift Voucher £150,Gift,All,1,150,Online,2023,May,Q2 2023
PS001075,2023-05-03,CON013,STY037,CL1152,PR18,Colour Journal,Books,All,1,18,Follow-up,2023,May,Q2 2023
PS001076,2023-05-03,CON022,STY064,CL1897,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,2,70,Follow-up,2023,May,Q2 2023
PS001077,2023-05-03,CON016,STY044,CL0986,PR12,Lipstick — Rose,Cosmetics,Summer,3,54,Gift,2023,May,Q2 2023
PS001078,2023-05-03,CON005,STY015,CL0747,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Gift,2023,May,Q2 2023
PS001079,2023-05-03,CON023,STY066,CL2706,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Online,2023,May,Q2 2023
PS001080,2023-05-03,CON019,STY053,CL2737,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Gift,2023,May,Q2 2023
PS001081,2023-05-03,CON019,STY053,CL2294,PR21,Gift Voucher £100,Gift,All,1,100,Follow-up,2023,May,Q2 2023
PS001082,2023-05-03,CON017,STY047,CL0558,PR17,Style Guide Book,Books,All,1,24,Gift,2023,May,Q2 2023
PS001083,2023-05-04,CON022,STY063,CL1504,PR08,Silk Scarf — Winter,Accessories,Winter,1,68,Online,2023,May,Q2 2023
PS001084,2023-05-04,CON001,STY001,CL0237,PR21,Gift Voucher £100,Gift,All,1,100,Follow-up,2023,May,Q2 2023
PS001085,2023-05-04,CON015,STY043,CL1506,PR04,Colour Fan — Winter,Colour Tools,Winter,1,42,Follow-up,2023,May,Q2 2023
PS001086,2023-05-04,CON010,STY030,CL0681,PR21,Gift Voucher £100,Gift,All,3,300,Gift,2023,May,Q2 2023
PS001087,2023-05-04,CON010,STY029,CL0369,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,3,84,Gift,2023,May,Q2 2023
PS001088,2023-05-04,CON010,STY030,CL0234,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Gift,2023,May,Q2 2023
PS001089,2023-05-04,CON023,STY067,CL1068,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Online,2023,May,Q2 2023
PS001090,2023-05-04,CON005,STY015,CL2902,PR13,Lipstick — Terracotta,Cosmetics,Autumn,2,36,Gift,2023,May,Q2 2023
PS001091,2023-05-04,CON003,STY007,CL1588,PR20,Gift Voucher £50,Gift,All,2,100,Post-Consultation,2023,May,Q2 2023
PS001092,2023-05-04,CON008,STY023,CL0464,PR21,Gift Voucher £100,Gift,All,2,200,Gift,2023,May,Q2 2023
PS001093,2023-05-04,CON020,STY055,CL0764,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Follow-up,2023,May,Q2 2023
PS001094,2023-05-04,CON012,STY036,CL1471,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Gift,2023,May,Q2 2023
PS001095,2023-05-04,CON018,STY050,CL0051,PR07,Silk Scarf — Autumn,Accessories,Autumn,2,136,Online,2023,May,Q2 2023
PS001096,2023-05-05,CON025,STY072,CL1432,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Post-Consultation,2023,May,Q2 2023
PS001097,2023-05-05,CON021,STY059,CL0774,PR04,Colour Fan — Winter,Colour Tools,Winter,1,42,Follow-up,2023,May,Q2 2023
PS001098,2023-05-05,CON021,STY059,CL1302,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Follow-up,2023,May,Q2 2023
PS001099,2023-05-05,CON024,STY069,CL0826,PR03,Colour Fan — Autumn,Colour Tools,Autumn,1,42,Online,2023,May,Q2 2023
PS001100,2023-05-05,CON008,STY024,CL0207,PR03,Colour Fan — Autumn,Colour Tools,Autumn,2,84,Gift,2023,May,Q2 2023
PS001101,2023-05-05,CON017,STY047,CL2923,PR10,Foundation — Cool,Cosmetics,Summer/Winter,3,84,Gift,2023,May,Q2 2023
PS001102,2023-05-05,CON005,STY014,CL1580,PR04,Colour Fan — Winter,Colour Tools,Winter,1,42,Post-Consultation,2023,May,Q2 2023
PS001103,2023-05-05,CON005,STY014,CL2712,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Online,2023,May,Q2 2023
PS001104,2023-05-05,CON015,STY043,CL0724,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Post-Consultation,2023,May,Q2 2023
PS001105,2023-05-05,CON015,STY042,CL1415,PR11,Lipstick — Coral,Cosmetics,Spring,1,18,Gift,2023,May,Q2 2023
PS001106,2023-05-05,CON001,STY001,CL0114,PR18,Colour Journal,Books,All,3,54,Online,2023,May,Q2 2023
PS001107,2023-05-05,CON007,STY021,CL1026,PR03,Colour Fan — Autumn,Colour Tools,Autumn,1,42,Post-Consultation,2023,May,Q2 2023
PS001108,2023-05-05,CON011,STY031,CL0103,PR18,Colour Journal,Books,All,1,18,Gift,2023,May,Q2 2023
PS001109,2023-05-06,CON015,STY042,CL0928,PR08,Silk Scarf — Winter,Accessories,Winter,2,136,Follow-up,2023,May,Q2 2023
PS001110,2023-05-06,CON004,STY012,CL1944,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Post-Consultation,2023,May,Q2 2023
PS001111,2023-05-06,CON018,STY052,CL0820,PR14,Lipstick — Berry,Cosmetics,Winter,2,36,Gift,2023,May,Q2 2023
PS001112,2023-05-06,CON005,STY015,CL0445,PR12,Lipstick — Rose,Cosmetics,Summer,2,36,Online,2023,May,Q2 2023
PS001113,2023-05-06,CON007,STY022,CL2521,PR21,Gift Voucher £100,Gift,All,2,200,Online,2023,May,Q2 2023
PS001114,2023-05-06,CON007,STY021,CL1607,PR01,Colour Fan — Spring,Colour Tools,Spring,3,126,Gift,2023,May,Q2 2023
PS001115,2023-05-06,CON010,STY029,CL2171,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Follow-up,2023,May,Q2 2023
PS001116,2023-05-06,CON010,STY029,CL2044,PR07,Silk Scarf — Autumn,Accessories,Autumn,2,136,Gift,2023,May,Q2 2023
PS001117,2023-05-06,CON010,STY029,CL1061,PR19,Shopping Guide Card,Books,All,1,8,Gift,2023,May,Q2 2023
PS001118,2023-05-06,CON001,STY002,CL1163,PR11,Lipstick — Coral,Cosmetics,Spring,2,36,Follow-up,2023,May,Q2 2023
PS001119,2023-05-06,CON001,STY002,CL2803,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Post-Consultation,2023,May,Q2 2023
PS001120,2023-05-06,CON023,STY067,CL2931,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Online,2023,May,Q2 2023
PS001121,2023-05-06,CON023,STY066,CL0697,PR03,Colour Fan — Autumn,Colour Tools,Autumn,1,42,Online,2023,May,Q2 2023
PS001122,2023-05-06,CON006,STY018,CL1200,PR14,Lipstick — Berry,Cosmetics,Winter,2,36,Online,2023,May,Q2 2023
PS001123,2023-05-06,CON013,STY037,CL2374,PR19,Shopping Guide Card,Books,All,3,24,Online,2023,May,Q2 2023
PS001124,2023-05-06,CON017,STY047,CL2370,PR09,Foundation — Warm,Cosmetics,Spring/Autumn,1,28,Follow-up,2023,May,Q2 2023
PS001125,2023-05-06,CON017,STY049,CL2962,PR17,Style Guide Book,Books,All,2,48,Online,2023,May,Q2 2023
PS001126,2023-05-06,CON017,STY048,CL1533,PR22,Gift Voucher £150,Gift,All,1,150,Post-Consultation,2023,May,Q2 2023
PS001127,2023-05-06,CON003,STY008,CL0473,PR10,Foundation — Cool,Cosmetics,Summer/Winter,2,56,Gift,2023,May,Q2 2023
PS001128,2023-05-06,CON003,STY007,CL2051,PR03,Colour Fan — Autumn,Colour Tools,Autumn,1,42,Online,2023,May,Q2 2023
PS001129,2023-05-06,CON003,STY007,CL1339,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Follow-up,2023,May,Q2 2023
PS001130,2023-05-08,CON020,STY055,CL2690,PR05,Silk Scarf — Spring,Accessories,Spring,2,136,Post-Consultation,2023,May,Q2 2023
PS001131,2023-05-08,CON025,STY072,CL0918,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Gift,2023,May,Q2 2023
PS001132,2023-05-08,CON025,STY073,CL1596,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Gift,2023,May,Q2 2023
PS001133,2023-05-08,CON022,STY064,CL0857,PR21,Gift Voucher £100,Gift,All,3,300,Online,2023,May,Q2 2023
PS001134,2023-05-08,CON011,STY031,CL0076,PR10,Foundation — Cool,Cosmetics,Summer/Winter,2,56,Follow-up,2023,May,Q2 2023
PS001135,2023-05-08,CON011,STY032,CL1507,PR14,Lipstick — Berry,Cosmetics,Winter,1,18,Post-Consultation,2023,May,Q2 2023
PS001136,2023-05-08,CON011,STY031,CL2382,PR18,Colour Journal,Books,All,1,18,Follow-up,2023,May,Q2 2023
PS001137,2023-05-08,CON015,STY042,CL2428,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Post-Consultation,2023,May,Q2 2023
PS001138,2023-05-09,CON013,STY037,CL0539,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Follow-up,2023,May,Q2 2023
PS001139,2023-05-09,CON013,STY037,CL2916,PR08,Silk Scarf — Winter,Accessories,Winter,3,204,Gift,2023,May,Q2 2023
PS001140,2023-05-09,CON013,STY038,CL1265,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Gift,2023,May,Q2 2023
PS001141,2023-05-09,CON025,STY072,CL1039,PR11,Lipstick — Coral,Cosmetics,Spring,2,36,Follow-up,2023,May,Q2 2023
PS001142,2023-05-09,CON017,STY049,CL0540,PR20,Gift Voucher £50,Gift,All,1,50,Post-Consultation,2023,May,Q2 2023
PS001143,2023-05-09,CON017,STY047,CL0634,PR22,Gift Voucher £150,Gift,All,1,150,Online,2023,May,Q2 2023
PS001144,2023-05-09,CON011,STY031,CL0828,PR04,Colour Fan — Winter,Colour Tools,Winter,1,42,Post-Consultation,2023,May,Q2 2023
PS001145,2023-05-09,CON011,STY032,CL1391,PR08,Silk Scarf — Winter,Accessories,Winter,1,68,Follow-up,2023,May,Q2 2023
PS001146,2023-05-09,CON011,STY031,CL2647,PR05,Silk Scarf — Spring,Accessories,Spring,1,68,Follow-up,2023,May,Q2 2023
PS001147,2023-05-09,CON021,STY060,CL0440,PR08,Silk Scarf — Winter,Accessories,Winter,1,68,Gift,2023,May,Q2 2023
PS001148,2023-05-09,CON022,STY064,CL2473,PR08,Silk Scarf — Winter,Accessories,Winter,3,204,Follow-up,2023,May,Q2 2023
PS001149,2023-05-09,CON006,STY018,CL2458,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Gift,2023,May,Q2 2023
PS001150,2023-05-10,CON018,STY050,CL0616,PR06,Silk Scarf — Summer,Accessories,Summer,1,68,Gift,2023,May,Q2 2023
PS001151,2023-05-10,CON018,STY051,CL0200,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,2,70,Online,2023,May,Q2 2023
PS001152,2023-05-10,CON002,STY004,CL1804,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Post-Consultation,2023,May,Q2 2023
PS001153,2023-05-10,CON022,STY062,CL1661,PR12,Lipstick — Rose,Cosmetics,Summer,2,36,Post-Consultation,2023,May,Q2 2023
PS001154,2023-05-10,CON022,STY065,CL0648,PR22,Gift Voucher £150,Gift,All,3,450,Online,2023,May,Q2 2023
PS001155,2023-05-10,CON022,STY063,CL1141,PR22,Gift Voucher £150,Gift,All,1,150,Online,2023,May,Q2 2023
PS001156,2023-05-11,CON025,STY074,CL0339,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Post-Consultation,2023,May,Q2 2023
PS001157,2023-05-11,CON011,STY031,CL0520,PR18,Colour Journal,Books,All,2,36,Post-Consultation,2023,May,Q2 2023
PS001158,2023-05-11,CON008,STY024,CL1303,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Follow-up,2023,May,Q2 2023
PS001159,2023-05-11,CON017,STY047,CL2403,PR17,Style Guide Book,Books,All,1,24,Post-Consultation,2023,May,Q2 2023
PS001160,2023-05-11,CON003,STY008,CL1171,PR13,Lipstick — Terracotta,Cosmetics,Autumn,1,18,Follow-up,2023,May,Q2 2023
PS001161,2023-05-11,CON015,STY043,CL0578,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Online,2023,May,Q2 2023
PS001162,2023-05-11,CON009,STY026,CL1512,PR16,Eyeshadow — Cool Palette,Cosmetics,Summer/Winter,1,35,Gift,2023,May,Q2 2023
PS001163,2023-05-11,CON014,STY040,CL1989,PR21,Gift Voucher £100,Gift,All,2,200,Follow-up,2023,May,Q2 2023
PS001164,2023-05-11,CON006,STY019,CL2877,PR12,Lipstick — Rose,Cosmetics,Summer,3,54,Gift,2023,May,Q2 2023
PS001165,2023-05-11,CON023,STY066,CL2371,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Follow-up,2023,May,Q2 2023
PS001166,2023-05-11,CON022,STY063,CL0569,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Follow-up,2023,May,Q2 2023
PS001167,2023-05-12,CON005,STY016,CL1449,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Gift,2023,May,Q2 2023
PS001168,2023-05-12,CON019,STY053,CL0868,PR02,Colour Fan — Summer,Colour Tools,Summer,3,126,Follow-up,2023,May,Q2 2023
PS001169,2023-05-12,CON019,STY054,CL0812,PR19,Shopping Guide Card,Books,All,3,24,Post-Consultation,2023,May,Q2 2023
PS001170,2023-05-12,CON003,STY009,CL1099,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Online,2023,May,Q2 2023
PS001171,2023-05-12,CON022,STY065,CL2978,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Online,2023,May,Q2 2023
PS001172,2023-05-12,CON015,STY043,CL2855,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Follow-up,2023,May,Q2 2023
PS001173,2023-05-12,CON018,STY052,CL2409,PR07,Silk Scarf — Autumn,Accessories,Autumn,2,136,Follow-up,2023,May,Q2 2023
PS001174,2023-05-12,CON018,STY050,CL2190,PR19,Shopping Guide Card,Books,All,1,8,Post-Consultation,2023,May,Q2 2023
PS001175,2023-05-12,CON014,STY040,CL2080,PR18,Colour Journal,Books,All,1,18,Online,2023,May,Q2 2023
PS001176,2023-05-13,CON008,STY023,CL1348,PR14,Lipstick — Berry,Cosmetics,Winter,2,36,Post-Consultation,2023,May,Q2 2023
PS001177,2023-05-13,CON015,STY043,CL0207,PR01,Colour Fan — Spring,Colour Tools,Spring,2,84,Online,2023,May,Q2 2023
PS001178,2023-05-13,CON013,STY038,CL0651,PR04,Colour Fan — Winter,Colour Tools,Winter,2,84,Post-Consultation,2023,May,Q2 2023
PS001179,2023-05-13,CON013,STY037,CL1869,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Follow-up,2023,May,Q2 2023
PS001180,2023-05-13,CON011,STY031,CL0522,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Online,2023,May,Q2 2023
PS001181,2023-05-13,CON022,STY062,CL1916,PR01,Colour Fan — Spring,Colour Tools,Spring,2,84,Post-Consultation,2023,May,Q2 2023
PS001182,2023-05-13,CON003,STY009,CL2797,PR04,Colour Fan — Winter,Colour Tools,Winter,2,84,Post-Consultation,2023,May,Q2 2023
PS001183,2023-05-13,CON009,STY026,CL0894,PR17,Style Guide Book,Books,All,2,48,Follow-up,2023,May,Q2 2023
PS001184,2023-05-13,CON009,STY026,CL0528,PR18,Colour Journal,Books,All,3,54,Post-Consultation,2023,May,Q2 2023
PS001185,2023-05-13,CON005,STY015,CL1447,PR20,Gift Voucher £50,Gift,All,2,100,Gift,2023,May,Q2 2023
PS001186,2023-05-13,CON021,STY058,CL2624,PR12,Lipstick — Rose,Cosmetics,Summer,1,18,Post-Consultation,2023,May,Q2 2023
PS001187,2023-05-13,CON014,STY039,CL2010,PR18,Colour Journal,Books,All,1,18,Online,2023,May,Q2 2023
PS001188,2023-05-13,CON016,STY044,CL1101,PR22,Gift Voucher £150,Gift,All,2,300,Gift,2023,May,Q2 2023
PS001189,2023-05-15,CON005,STY016,CL2284,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Gift,2023,May,Q2 2023
PS001190,2023-05-15,CON024,STY069,CL2548,PR08,Silk Scarf — Winter,Accessories,Winter,1,68,Post-Consultation,2023,May,Q2 2023
PS001191,2023-05-15,CON020,STY056,CL2111,PR10,Foundation — Cool,Cosmetics,Summer/Winter,1,28,Online,2023,May,Q2 2023
PS001192,2023-05-15,CON008,STY023,CL0716,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Online,2023,May,Q2 2023
PS001193,2023-05-15,CON023,STY066,CL1942,PR19,Shopping Guide Card,Books,All,1,8,Post-Consultation,2023,May,Q2 2023
PS001194,2023-05-15,CON009,STY025,CL1857,PR02,Colour Fan — Summer,Colour Tools,Summer,2,84,Follow-up,2023,May,Q2 2023
PS001195,2023-05-15,CON018,STY051,CL1091,PR18,Colour Journal,Books,All,1,18,Post-Consultation,2023,May,Q2 2023
PS001196,2023-05-15,CON015,STY042,CL1765,PR22,Gift Voucher £150,Gift,All,1,150,Online,2023,May,Q2 2023
PS001197,2023-05-16,CON020,STY055,CL0151,PR22,Gift Voucher £150,Gift,All,1,150,Follow-up,2023,May,Q2 2023
PS001198,2023-05-16,CON023,STY067,CL0235,PR12,Lipstick — Rose,Cosmetics,Summer,3,54,Gift,2023,May,Q2 2023
PS001199,2023-05-16,CON013,STY038,CL0715,PR02,Colour Fan — Summer,Colour Tools,Summer,1,42,Post-Consultation,2023,May,Q2 2023
PS001200,2023-05-16,CON003,STY008,CL2816,PR21,Gift Voucher £100,Gift,All,1,100,Gift,2023,May,Q2 2023
PS001201,2023-05-16,CON007,STY022,CL2876,PR07,Silk Scarf — Autumn,Accessories,Autumn,1,68,Post-Consultation,2023,May,Q2 2023
PS001202,2023-05-16,CON005,STY015,CL2192,PR05,Silk Scarf — Spring,Accessories,Spring,3,204,Gift,2023,May,Q2 2023
PS001203,2023-05-16,CON018,STY052,CL2964,PR08,Silk Scarf — Winter,Accessories,Winter,3,204,Gift,2023,May,Q2 2023
PS001204,2023-05-16,CON018,STY050,CL1135,PR15,Eyeshadow — Warm Palette,Cosmetics,Spring/Autumn,1,35,Gift,2023,May,Q2 2023
PS001205,2023-05-16,CON022,STY063,CL0584,PR18,Colour Journal,Books,All,2,36,Online,2023,May,Q2 2023
PS001206,2023-05-17,CON009,STY025,CL0779,PR01,Colour Fan — Spring,Colour Tools,Spring,3,126,Post-Consultation,2023,May,Q2 2023
PS001207,2023-05-17,CON013,STY038,CL1328,PR20,Gift Voucher £50,Gift,All,1,50,Online,2023,May,Q2 2023
PS001208,2023-05-17,CON011,STY032,CL0870,PR01,Colour Fan — Spring,Colour Tools,Spring,1,42,Gift,2023,May,Q2 2023
PS001209,2023-05-17,CON011,STY031,CL1456,PR08,Silk Scarf — Winter,Accessories,Winter,1,68,Online,2023,May,Q2 2023
