JourneyID,ClientID,StylistID,ConsultantID,FirstVisitDate,LastVisitDate,TotalVisits,TotalSpend_GBP,DaysSinceLastVisit,WeeksSinceLastVisit,RetentionSegment,Service1,Service2,Service3,IsReturnClient,AvgSpendPerVisit_GBP
JN00806,CL0806,STY015,CON005,2022-04-21,2023-03-16,4,1443.2,1052,150,Lapsed,Style Analysis,Colour Analysis,Makeup,Yes,360.8
JN00807,CL0807,STY030,CON010,2021-08-16,2024-09-05,5,753.38,513,73,Lapsed,Style Analysis,Personal Shopping,Makeup,Yes,150.68
JN00808,CL0808,STY022,CON007,2021-03-04,2023-05-28,3,969.03,979,139,Lapsed,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,323.01
JN00809,CL0809,STY018,CON006,2020-12-17,2023-01-17,12,1531.31,1110,158,Lapsed,Wardrobe Edit,Style Analysis,Makeup,Yes,127.61
JN00810,CL0810,STY044,CON016,2022-11-23,2026-01-31,9,2091.65,0,0,Champion,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,232.41
JN00811,CL0811,STY041,CON014,2024-01-18,2026-01-31,3,266.37,0,0,Loyal,Colour Analysis,Makeup,Wardrobe Edit,Yes,88.79
JN00812,CL0812,STY041,CON014,2021-07-30,2022-05-31,3,402.98,1341,191,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,134.33
JN00813,CL0813,STY008,CON003,2021-03-04,2024-10-15,6,832.67,473,67,Lapsed,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,138.78
JN00814,CL0814,STY029,CON010,2022-05-18,2023-11-17,2,851.64,806,115,Lapsed,Colour Analysis,Wardrobe Edit,,Yes,425.82
JN00815,CL0815,STY054,CON019,2022-11-29,2023-03-12,2,698.74,1056,150,Lapsed,Makeup,Colour Analysis,,Yes,349.37
JN00816,CL0816,STY032,CON011,2023-01-24,2023-09-30,4,1640.07,854,122,Lapsed,Personal Shopping,Wardrobe Edit,Makeup,Yes,410.02
JN00817,CL0817,STY070,CON024,2024-08-31,2025-12-27,5,805.05,35,5,Champion,Style Analysis,Personal Shopping,Colour Analysis,Yes,161.01
JN00818,CL0818,STY048,CON017,2023-06-03,2025-04-24,12,105.06,282,40,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,8.76
JN00819,CL0819,STY011,CON004,2020-06-11,2022-09-13,9,1265.79,1236,176,Lapsed,Personal Shopping,Colour Analysis,Style Analysis,Yes,140.64
JN00820,CL0820,STY023,CON008,2023-08-10,2023-09-16,12,787.08,868,124,Lapsed,Personal Shopping,Wardrobe Edit,Colour Analysis,Yes,65.59
JN00821,CL0821,STY002,CON001,2023-06-11,2025-03-13,2,2047.63,324,46,Lapsed,Style Analysis,Colour Analysis,,Yes,1023.82
JN00822,CL0822,STY030,CON010,2023-08-14,2024-08-06,7,368.23,543,77,Lapsed,Wardrobe Edit,Colour Analysis,Style Analysis,Yes,52.6
JN00823,CL0823,STY004,CON002,2023-02-21,2025-12-07,1,1417.36,55,7,Loyal,Personal Shopping,,,No,1417.36
JN00824,CL0824,STY006,CON002,2022-07-09,2026-01-31,12,516.28,0,0,Champion,Personal Shopping,Makeup,Wardrobe Edit,Yes,43.02
JN00825,CL0825,STY024,CON008,2022-09-21,2026-01-31,2,2398.69,0,0,Loyal,Personal Shopping,Colour Analysis,,Yes,1199.35
JN00826,CL0826,STY045,CON016,2023-02-09,2026-01-31,7,1023.46,0,0,Champion,Makeup,Wardrobe Edit,Style Analysis,Yes,146.21
JN00827,CL0827,STY025,CON009,2020-09-17,2024-05-24,1,396.32,617,88,Lapsed,Colour Analysis,,,No,396.32
JN00828,CL0828,STY047,CON017,2024-06-26,2026-01-31,4,1269.35,0,0,Champion,Colour Analysis,Style Analysis,Makeup,Yes,317.34
JN00829,CL0829,STY043,CON015,2021-10-07,2025-07-19,10,1396.71,196,28,At Risk,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,139.67
JN00830,CL0830,STY047,CON017,2021-04-22,2023-11-24,7,1783.41,799,114,Lapsed,Personal Shopping,Colour Analysis,Makeup,Yes,254.77
JN00831,CL0831,STY010,CON004,2024-04-07,2025-11-30,1,2048.19,62,8,Loyal,Wardrobe Edit,,,No,2048.19
JN00832,CL0832,STY053,CON019,2022-03-01,2025-04-28,4,1865.51,278,39,Lapsed,Wardrobe Edit,Makeup,Personal Shopping,Yes,466.38
JN00833,CL0833,STY023,CON008,2021-03-19,2022-03-13,8,2278.34,1420,202,Lapsed,Wardrobe Edit,Colour Analysis,Makeup,Yes,284.79
JN00834,CL0834,STY056,CON020,2020-12-17,2021-04-19,11,257.55,1748,249,Lapsed,Colour Analysis,Wardrobe Edit,Makeup,Yes,23.41
JN00835,CL0835,STY034,CON012,2020-05-29,2023-04-01,3,2035.43,1036,148,Lapsed,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,678.48
JN00836,CL0836,STY026,CON009,2020-05-11,2021-11-28,8,172.82,1525,217,Lapsed,Makeup,Wardrobe Edit,Personal Shopping,Yes,21.6
JN00837,CL0837,STY003,CON002,2021-10-03,2025-03-16,3,375.2,321,45,Lapsed,Personal Shopping,Wardrobe Edit,Makeup,Yes,125.07
JN00838,CL0838,STY017,CON005,2024-06-07,2025-08-04,6,246.54,180,25,At Risk,Makeup,Colour Analysis,Personal Shopping,Yes,41.09
JN00839,CL0839,STY051,CON018,2021-03-20,2024-07-22,5,642.6,558,79,Lapsed,Makeup,Colour Analysis,Personal Shopping,Yes,128.52
JN00840,CL0840,STY032,CON011,2021-12-10,2022-12-10,6,1996.79,1148,164,Lapsed,Colour Analysis,Style Analysis,Wardrobe Edit,Yes,332.8
JN00841,CL0841,STY050,CON018,2023-03-22,2023-06-25,6,1634.27,951,135,Lapsed,Wardrobe Edit,Style Analysis,Personal Shopping,Yes,272.38
JN00842,CL0842,STY038,CON013,2024-04-24,2026-01-31,11,520.26,0,0,Champion,Makeup,Personal Shopping,Style Analysis,Yes,47.3
JN00843,CL0843,STY058,CON021,2024-03-04,2025-10-07,8,102.22,116,16,At Risk,Style Analysis,Colour Analysis,Wardrobe Edit,Yes,12.78
JN00844,CL0844,STY019,CON006,2020-06-28,2024-05-27,6,1322.76,614,87,Lapsed,Wardrobe Edit,Style Analysis,Makeup,Yes,220.46
JN00845,CL0845,STY025,CON009,2023-01-11,2025-01-26,1,1783.99,370,52,Lapsed,Style Analysis,,,No,1783.99
JN00846,CL0846,STY032,CON011,2021-01-16,2021-10-03,3,752.62,1581,225,Lapsed,Colour Analysis,Makeup,Wardrobe Edit,Yes,250.87
JN00847,CL0847,STY019,CON006,2022-01-18,2022-10-09,6,209.49,1210,172,Lapsed,Makeup,Style Analysis,Wardrobe Edit,Yes,34.91
JN00848,CL0848,STY038,CON013,2021-01-09,2023-02-13,1,525.83,1083,154,Lapsed,Personal Shopping,,,No,525.83
JN00849,CL0849,STY025,CON009,2022-10-19,2023-08-23,6,1934.5,892,127,Lapsed,Personal Shopping,Makeup,Wardrobe Edit,Yes,322.42
JN00850,CL0850,STY006,CON002,2021-05-05,2025-04-30,2,648.24,276,39,Lapsed,Colour Analysis,Wardrobe Edit,,Yes,324.12
JN00851,CL0851,STY057,CON020,2021-12-20,2022-08-17,1,1608.92,1263,180,Lapsed,Wardrobe Edit,,,No,1608.92
JN00852,CL0852,STY036,CON012,2021-08-03,2022-12-28,6,2362.62,1130,161,Lapsed,Personal Shopping,Makeup,Wardrobe Edit,Yes,393.77
JN00853,CL0853,STY030,CON010,2023-11-03,2025-01-22,8,939.54,374,53,Lapsed,Colour Analysis,Style Analysis,Makeup,Yes,117.44
JN00854,CL0854,STY004,CON002,2020-02-05,2020-05-16,11,815.31,2086,298,Lapsed,Wardrobe Edit,Personal Shopping,Makeup,Yes,74.12
JN00855,CL0855,STY009,CON003,2022-10-31,2023-02-12,4,538.48,1084,154,Lapsed,Personal Shopping,Style Analysis,Makeup,Yes,134.62
JN00856,CL0856,STY030,CON010,2020-03-13,2020-11-18,12,2168.2,1900,271,Lapsed,Personal Shopping,Makeup,Style Analysis,Yes,180.68
JN00857,CL0857,STY007,CON003,2020-02-06,2022-09-24,2,972.1,1225,175,Lapsed,Style Analysis,Colour Analysis,,Yes,486.05
JN00858,CL0858,STY019,CON006,2024-07-12,2025-09-29,4,110.56,124,17,At Risk,Personal Shopping,Colour Analysis,Makeup,Yes,27.64
JN00859,CL0859,STY004,CON002,2023-08-06,2024-05-08,4,317.69,633,90,Lapsed,Makeup,Wardrobe Edit,Personal Shopping,Yes,79.42
JN00860,CL0860,STY011,CON004,2022-01-15,2024-10-12,11,1093.44,476,68,Lapsed,Colour Analysis,Wardrobe Edit,Personal Shopping,Yes,99.4
JN00861,CL0861,STY070,CON024,2021-08-20,2022-12-06,10,1939.08,1152,164,Lapsed,Colour Analysis,Personal Shopping,Wardrobe Edit,Yes,193.91
JN00862,CL0862,STY023,CON008,2024-06-29,2024-10-09,4,2316.66,479,68,Lapsed,Style Analysis,Personal Shopping,Colour Analysis,Yes,579.16
JN00863,CL0863,STY050,CON018,2021-04-20,2023-12-29,6,648.84,764,109,Lapsed,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,108.14
JN00864,CL0864,STY036,CON012,2021-01-28,2023-08-18,9,324.2,897,128,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,36.02
JN00865,CL0865,STY019,CON006,2021-07-11,2021-09-15,4,1887.69,1599,228,Lapsed,Colour Analysis,Makeup,Wardrobe Edit,Yes,471.92
JN00866,CL0866,STY013,CON004,2023-05-08,2026-01-31,12,2350.68,0,0,Champion,Personal Shopping,Wardrobe Edit,Style Analysis,Yes,195.89
JN00867,CL0867,STY040,CON014,2020-10-12,2023-03-18,12,2002.18,1050,150,Lapsed,Makeup,Colour Analysis,Personal Shopping,Yes,166.85
JN00868,CL0868,STY023,CON008,2021-07-02,2022-03-24,11,621.79,1409,201,Lapsed,Style Analysis,Colour Analysis,Personal Shopping,Yes,56.53
JN00869,CL0869,STY044,CON016,2023-09-24,2024-03-25,2,2362.24,677,96,Lapsed,Makeup,Wardrobe Edit,,Yes,1181.12
JN00870,CL0870,STY031,CON011,2024-06-26,2025-09-05,4,1620.29,148,21,At Risk,Colour Analysis,Makeup,Wardrobe Edit,Yes,405.07
JN00871,CL0871,STY073,CON025,2021-01-16,2021-12-17,3,2280.89,1506,215,Lapsed,Colour Analysis,Wardrobe Edit,Makeup,Yes,760.3
JN00872,CL0872,STY047,CON017,2022-09-14,2026-01-31,12,1621.22,0,0,Champion,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,135.1
JN00873,CL0873,STY022,CON007,2024-06-26,2025-08-20,4,332.32,164,23,At Risk,Wardrobe Edit,Makeup,Style Analysis,Yes,83.08
JN00874,CL0874,STY053,CON019,2021-12-16,2025-12-10,9,2207.01,52,7,Champion,Style Analysis,Colour Analysis,Wardrobe Edit,Yes,245.22
JN00875,CL0875,STY038,CON013,2024-05-02,2025-10-23,12,807.78,100,14,Loyal,Colour Analysis,Style Analysis,Makeup,Yes,67.31
JN00876,CL0876,STY056,CON020,2021-02-04,2025-01-19,2,894.43,377,53,Lapsed,Personal Shopping,Colour Analysis,,Yes,447.21
JN00877,CL0877,STY038,CON013,2020-09-21,2020-11-17,3,1727.58,1901,271,Lapsed,Wardrobe Edit,Personal Shopping,Makeup,Yes,575.86
JN00878,CL0878,STY049,CON017,2020-12-30,2024-04-22,6,932.99,649,92,Lapsed,Wardrobe Edit,Style Analysis,Personal Shopping,Yes,155.5
JN00879,CL0879,STY018,CON006,2022-01-17,2025-06-10,3,204.49,235,33,Lapsed,Makeup,Colour Analysis,Personal Shopping,Yes,68.16
JN00880,CL0880,STY019,CON006,2024-11-30,2026-01-31,7,936.57,0,0,Champion,Style Analysis,Wardrobe Edit,Personal Shopping,Yes,133.8
JN00881,CL0881,STY050,CON018,2024-05-24,2026-01-31,8,1841.84,0,0,Champion,Personal Shopping,Colour Analysis,Makeup,Yes,230.23
JN00882,CL0882,STY029,CON010,2024-01-04,2025-02-07,10,1759.11,358,51,Lapsed,Wardrobe Edit,Style Analysis,Personal Shopping,Yes,175.91
JN00883,CL0883,STY045,CON016,2022-11-12,2023-07-17,4,1002.4,929,132,Lapsed,Wardrobe Edit,Style Analysis,Colour Analysis,Yes,250.6
JN00884,CL0884,STY040,CON014,2021-10-29,2024-02-27,5,569.41,704,100,Lapsed,Wardrobe Edit,Makeup,Personal Shopping,Yes,113.88
JN00885,CL0885,STY024,CON008,2022-07-18,2025-07-21,11,1656.97,194,27,At Risk,Colour Analysis,Makeup,Wardrobe Edit,Yes,150.63
JN00886,CL0886,STY001,CON001,2021-05-09,2021-10-14,9,703.21,1570,224,Lapsed,Makeup,Colour Analysis,Wardrobe Edit,Yes,78.13
JN00887,CL0887,STY001,CON001,2023-10-24,2024-09-12,7,1827.78,506,72,Lapsed,Wardrobe Edit,Personal Shopping,Style Analysis,Yes,261.11
JN00888,CL0888,STY032,CON011,2020-10-18,2024-05-07,3,732.57,634,90,Lapsed,Style Analysis,Wardrobe Edit,Personal Shopping,Yes,244.19
JN00889,CL0889,STY035,CON012,2021-06-16,2023-06-02,12,2327.71,974,139,Lapsed,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,193.98
JN00890,CL0890,STY044,CON016,2020-04-02,2020-06-15,3,2117.12,2056,293,Lapsed,Colour Analysis,Personal Shopping,Wardrobe Edit,Yes,705.71
JN00891,CL0891,STY047,CON017,2023-03-18,2023-08-25,4,714.58,890,127,Lapsed,Makeup,Wardrobe Edit,Colour Analysis,Yes,178.65
JN00892,CL0892,STY004,CON002,2021-12-28,2022-02-22,10,820.64,1439,205,Lapsed,Style Analysis,Wardrobe Edit,Colour Analysis,Yes,82.06
JN00893,CL0893,STY037,CON013,2020-12-20,2020-12-30,11,347.6,1858,265,Lapsed,Makeup,Wardrobe Edit,Style Analysis,Yes,31.6
JN00894,CL0894,STY005,CON002,2021-01-31,2022-10-27,8,1906.6,1192,170,Lapsed,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,238.32
JN00895,CL0895,STY050,CON018,2023-07-14,2026-01-31,3,1402.58,0,0,Loyal,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,467.53
JN00896,CL0896,STY030,CON010,2020-07-09,2023-08-16,8,697.86,899,128,Lapsed,Makeup,Wardrobe Edit,Personal Shopping,Yes,87.23
JN00897,CL0897,STY047,CON017,2022-07-15,2024-03-05,10,2038.76,697,99,Lapsed,Style Analysis,Wardrobe Edit,Makeup,Yes,203.88
JN00898,CL0898,STY006,CON002,2023-11-10,2026-01-31,12,1154.59,0,0,Champion,Style Analysis,Colour Analysis,Makeup,Yes,96.22
JN00899,CL0899,STY064,CON022,2021-01-03,2024-12-09,8,1364.95,418,59,Lapsed,Colour Analysis,Wardrobe Edit,Makeup,Yes,170.62
JN00900,CL0900,STY042,CON015,2021-11-18,2023-02-04,9,110.22,1092,156,Lapsed,Colour Analysis,Wardrobe Edit,Personal Shopping,Yes,12.25
JN00901,CL0901,STY042,CON015,2021-04-26,2021-05-16,7,917.27,1721,245,Lapsed,Style Analysis,Colour Analysis,Personal Shopping,Yes,131.04
JN00902,CL0902,STY040,CON014,2021-09-16,2024-11-15,7,2198.85,442,63,Lapsed,Personal Shopping,Wardrobe Edit,Colour Analysis,Yes,314.12
JN00903,CL0903,STY062,CON022,2024-10-15,2025-10-31,3,444.32,92,13,Loyal,Wardrobe Edit,Makeup,Personal Shopping,Yes,148.11
JN00904,CL0904,STY065,CON022,2023-03-18,2024-07-31,12,2165.77,549,78,Lapsed,Makeup,Style Analysis,Colour Analysis,Yes,180.48
JN00905,CL0905,STY067,CON023,2020-06-24,2021-12-02,11,253.84,1521,217,Lapsed,Makeup,Personal Shopping,Style Analysis,Yes,23.08
JN00906,CL0906,STY056,CON020,2024-04-30,2026-01-15,8,294.19,16,2,Champion,Style Analysis,Colour Analysis,Wardrobe Edit,Yes,36.77
JN00907,CL0907,STY041,CON014,2021-04-05,2024-02-20,4,308.62,711,101,Lapsed,Personal Shopping,Makeup,Wardrobe Edit,Yes,77.16
JN00908,CL0908,STY011,CON004,2023-07-09,2025-11-27,12,612.9,65,9,Loyal,Makeup,Colour Analysis,Personal Shopping,Yes,51.07
JN00909,CL0909,STY003,CON002,2022-07-01,2026-01-31,7,159.6,0,0,Champion,Makeup,Style Analysis,Personal Shopping,Yes,22.8
JN00910,CL0910,STY005,CON002,2024-06-12,2026-01-31,1,1932.18,0,0,Loyal,Wardrobe Edit,,,No,1932.18
JN00911,CL0911,STY018,CON006,2020-12-07,2022-08-15,6,264.43,1265,180,Lapsed,Colour Analysis,Personal Shopping,Style Analysis,Yes,44.07
JN00912,CL0912,STY062,CON022,2023-04-23,2025-09-11,7,440.32,142,20,At Risk,Style Analysis,Personal Shopping,Colour Analysis,Yes,62.9
JN00913,CL0913,STY051,CON018,2024-03-14,2026-01-31,9,1466.84,0,0,Champion,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,162.98
JN00914,CL0914,STY019,CON006,2024-12-02,2025-09-14,10,2115.17,139,19,At Risk,Personal Shopping,Style Analysis,Wardrobe Edit,Yes,211.52
JN00915,CL0915,STY046,CON016,2024-06-17,2026-01-31,10,1804.11,0,0,Champion,Makeup,Wardrobe Edit,Colour Analysis,Yes,180.41
JN00916,CL0916,STY010,CON004,2022-04-21,2023-06-01,7,1623.48,975,139,Lapsed,Wardrobe Edit,Personal Shopping,Colour Analysis,Yes,231.93
JN00917,CL0917,STY060,CON021,2021-07-05,2021-08-20,10,1912.72,1625,232,Lapsed,Colour Analysis,Personal Shopping,Style Analysis,Yes,191.27
JN00918,CL0918,STY012,CON004,2023-07-19,2026-01-31,1,230.07,0,0,Loyal,Wardrobe Edit,,,No,230.07
JN00919,CL0919,STY041,CON014,2022-11-11,2025-11-20,6,770.14,72,10,Loyal,Wardrobe Edit,Personal Shopping,Colour Analysis,Yes,128.36
JN00920,CL0920,STY062,CON022,2024-07-12,2026-01-31,8,1976.39,0,0,Champion,Wardrobe Edit,Makeup,Style Analysis,Yes,247.05
JN00921,CL0921,STY037,CON013,2023-10-18,2025-05-10,9,430.68,266,38,Lapsed,Makeup,Wardrobe Edit,Style Analysis,Yes,47.85
JN00922,CL0922,STY067,CON023,2024-04-06,2025-06-30,7,1069.14,215,30,Lapsed,Style Analysis,Personal Shopping,Makeup,Yes,152.73
JN00923,CL0923,STY031,CON011,2024-12-05,2026-01-31,9,1013.38,0,0,Champion,Style Analysis,Personal Shopping,Colour Analysis,Yes,112.6
JN00924,CL0924,STY045,CON016,2021-08-11,2023-06-09,9,1411.12,967,138,Lapsed,Colour Analysis,Wardrobe Edit,Personal Shopping,Yes,156.79
JN00925,CL0925,STY053,CON019,2022-07-01,2022-10-12,8,1841.48,1207,172,Lapsed,Personal Shopping,Colour Analysis,Makeup,Yes,230.19
JN00926,CL0926,STY031,CON011,2021-04-08,2021-05-21,7,2380.58,1716,245,Lapsed,Style Analysis,Personal Shopping,Wardrobe Edit,Yes,340.08
JN00927,CL0927,STY061,CON021,2024-01-11,2026-01-31,1,277.98,0,0,Loyal,Colour Analysis,,,No,277.98
JN00928,CL0928,STY023,CON008,2020-04-25,2022-11-29,3,2322.84,1159,165,Lapsed,Style Analysis,Personal Shopping,Makeup,Yes,774.28
JN00929,CL0929,STY064,CON022,2021-02-04,2021-12-05,5,1550.87,1518,216,Lapsed,Style Analysis,Makeup,Colour Analysis,Yes,310.17
JN00930,CL0930,STY029,CON010,2023-03-27,2023-08-13,5,848.35,902,128,Lapsed,Wardrobe Edit,Style Analysis,Makeup,Yes,169.67
JN00931,CL0931,STY031,CON011,2024-01-03,2024-10-12,10,1038.62,476,68,Lapsed,Colour Analysis,Personal Shopping,Wardrobe Edit,Yes,103.86
JN00932,CL0932,STY067,CON023,2020-08-19,2021-09-29,4,1027.72,1585,226,Lapsed,Wardrobe Edit,Colour Analysis,Makeup,Yes,256.93
JN00933,CL0933,STY059,CON021,2024-02-02,2026-01-31,5,1606.6,0,0,Champion,Makeup,Personal Shopping,Style Analysis,Yes,321.32
JN00934,CL0934,STY015,CON005,2020-01-18,2022-04-02,2,998.8,1400,200,Lapsed,Makeup,Colour Analysis,,Yes,499.4
JN00935,CL0935,STY074,CON025,2022-01-16,2024-08-06,12,266.75,543,77,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,22.23
JN00936,CL0936,STY002,CON001,2020-08-26,2022-03-02,6,316.75,1431,204,Lapsed,Wardrobe Edit,Style Analysis,Personal Shopping,Yes,52.79
JN00937,CL0937,STY017,CON005,2021-07-10,2025-07-08,12,785.7,207,29,At Risk,Colour Analysis,Makeup,Wardrobe Edit,Yes,65.48
JN00938,CL0938,STY025,CON009,2021-02-27,2024-08-13,7,389.85,536,76,Lapsed,Makeup,Colour Analysis,Personal Shopping,Yes,55.69
JN00939,CL0939,STY002,CON001,2024-05-15,2025-10-27,12,1020.19,96,13,Loyal,Personal Shopping,Colour Analysis,Style Analysis,Yes,85.02
JN00940,CL0940,STY050,CON018,2024-10-23,2026-01-31,8,1802.87,0,0,Champion,Style Analysis,Wardrobe Edit,Makeup,Yes,225.36
JN00941,CL0941,STY001,CON001,2020-06-16,2024-05-02,12,2285.92,639,91,Lapsed,Wardrobe Edit,Colour Analysis,Makeup,Yes,190.49
JN00942,CL0942,STY012,CON004,2022-03-25,2022-07-25,11,342.21,1286,183,Lapsed,Personal Shopping,Makeup,Style Analysis,Yes,31.11
JN00943,CL0943,STY055,CON020,2022-02-22,2024-02-24,5,606.98,707,101,Lapsed,Personal Shopping,Wardrobe Edit,Colour Analysis,Yes,121.4
JN00944,CL0944,STY059,CON021,2024-09-05,2025-01-02,3,1675.92,394,56,Lapsed,Style Analysis,Colour Analysis,Makeup,Yes,558.64
JN00945,CL0945,STY021,CON007,2022-11-12,2025-11-07,2,1909.81,85,12,Loyal,Colour Analysis,Style Analysis,,Yes,954.9
JN00946,CL0946,STY069,CON024,2023-05-21,2025-12-02,4,1431.09,60,8,Loyal,Makeup,Wardrobe Edit,Personal Shopping,Yes,357.77
JN00947,CL0947,STY074,CON025,2020-06-16,2022-07-21,12,2133.85,1290,184,Lapsed,Makeup,Personal Shopping,Style Analysis,Yes,177.82
JN00948,CL0948,STY067,CON023,2023-05-04,2023-05-10,11,132.6,997,142,Lapsed,Makeup,Wardrobe Edit,Colour Analysis,Yes,12.05
JN00949,CL0949,STY032,CON011,2021-10-31,2021-10-31,1,2104.78,1553,221,Lapsed,Style Analysis,,,No,2104.78
JN00950,CL0950,STY020,CON007,2023-02-16,2026-01-31,12,95.49,0,0,Champion,Makeup,Personal Shopping,Wardrobe Edit,Yes,7.96
JN00951,CL0951,STY032,CON011,2024-04-10,2026-01-31,3,1842.5,0,0,Loyal,Personal Shopping,Colour Analysis,Wardrobe Edit,Yes,614.17
JN00952,CL0952,STY003,CON002,2024-08-17,2025-01-16,10,1315.63,380,54,Lapsed,Personal Shopping,Style Analysis,Makeup,Yes,131.56
JN00953,CL0953,STY048,CON017,2023-06-14,2025-06-12,8,1600.05,233,33,Lapsed,Style Analysis,Colour Analysis,Personal Shopping,Yes,200.01
JN00954,CL0954,STY032,CON011,2023-11-24,2026-01-31,12,1302.72,0,0,Champion,Colour Analysis,Personal Shopping,Style Analysis,Yes,108.56
JN00955,CL0955,STY027,CON009,2024-04-24,2026-01-31,5,1760.04,0,0,Champion,Makeup,Colour Analysis,Wardrobe Edit,Yes,352.01
JN00956,CL0956,STY021,CON007,2020-11-07,2024-07-29,5,762.61,551,78,Lapsed,Wardrobe Edit,Style Analysis,Colour Analysis,Yes,152.52
JN00957,CL0957,STY012,CON004,2021-10-18,2024-07-10,1,1377.78,570,81,Lapsed,Makeup,,,No,1377.78
JN00958,CL0958,STY074,CON025,2020-01-09,2020-09-18,12,2301.37,1961,280,Lapsed,Personal Shopping,Makeup,Colour Analysis,Yes,191.78
JN00959,CL0959,STY051,CON018,2020-05-12,2020-05-17,8,1457.39,2085,297,Lapsed,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,182.17
JN00960,CL0960,STY053,CON019,2023-10-22,2026-01-31,5,1748.7,0,0,Champion,Colour Analysis,Style Analysis,Personal Shopping,Yes,349.74
JN00961,CL0961,STY055,CON020,2023-06-16,2023-12-17,3,1332.75,776,110,Lapsed,Wardrobe Edit,Style Analysis,Personal Shopping,Yes,444.25
JN00962,CL0962,STY040,CON014,2023-02-04,2026-01-31,7,1461.22,0,0,Champion,Colour Analysis,Wardrobe Edit,Style Analysis,Yes,208.75
JN00963,CL0963,STY029,CON010,2021-03-14,2024-04-30,3,2366.57,641,91,Lapsed,Wardrobe Edit,Style Analysis,Colour Analysis,Yes,788.86
JN00964,CL0964,STY043,CON015,2022-11-06,2026-01-31,3,1186.61,0,0,Loyal,Personal Shopping,Colour Analysis,Makeup,Yes,395.54
JN00965,CL0965,STY002,CON001,2020-09-14,2022-08-16,1,129.43,1264,180,Lapsed,Style Analysis,,,No,129.43
JN00966,CL0966,STY063,CON022,2022-09-05,2026-01-31,9,1611.85,0,0,Champion,Personal Shopping,Makeup,Wardrobe Edit,Yes,179.09
JN00967,CL0967,STY018,CON006,2024-10-19,2026-01-31,8,237.09,0,0,Champion,Personal Shopping,Style Analysis,Colour Analysis,Yes,29.64
JN00968,CL0968,STY029,CON010,2023-10-22,2025-09-07,1,749.58,146,20,At Risk,Makeup,,,No,749.58
JN00969,CL0969,STY028,CON009,2023-05-11,2024-03-12,9,1151.38,690,98,Lapsed,Wardrobe Edit,Style Analysis,Personal Shopping,Yes,127.93
JN00970,CL0970,STY072,CON025,2020-10-08,2021-02-05,11,1294.54,1821,260,Lapsed,Style Analysis,Colour Analysis,Wardrobe Edit,Yes,117.69
JN00971,CL0971,STY015,CON005,2021-07-04,2025-04-13,3,1376.42,293,41,Lapsed,Makeup,Wardrobe Edit,Colour Analysis,Yes,458.81
JN00972,CL0972,STY066,CON023,2024-10-30,2026-01-31,8,2241.79,0,0,Champion,Wardrobe Edit,Personal Shopping,Style Analysis,Yes,280.22
JN00973,CL0973,STY040,CON014,2022-01-17,2022-10-10,1,2027.33,1209,172,Lapsed,Wardrobe Edit,,,No,2027.33
JN00974,CL0974,STY031,CON011,2022-01-01,2023-05-01,5,624.95,1006,143,Lapsed,Personal Shopping,Wardrobe Edit,Style Analysis,Yes,124.99
JN00975,CL0975,STY019,CON006,2020-02-11,2021-01-06,1,736.88,1851,264,Lapsed,Makeup,,,No,736.88
JN00976,CL0976,STY006,CON002,2023-04-08,2023-09-07,10,1414.44,877,125,Lapsed,Style Analysis,Colour Analysis,Wardrobe Edit,Yes,141.44
JN00977,CL0977,STY028,CON009,2023-07-10,2026-01-31,1,894.12,0,0,Loyal,Colour Analysis,,,No,894.12
JN00978,CL0978,STY039,CON014,2022-05-10,2025-06-29,1,1283.66,216,30,Lapsed,Colour Analysis,,,No,1283.66
JN00979,CL0979,STY017,CON005,2022-04-18,2022-11-30,10,1979.53,1158,165,Lapsed,Style Analysis,Personal Shopping,Makeup,Yes,197.95
JN00980,CL0980,STY017,CON005,2023-12-24,2026-01-31,10,1210.03,0,0,Champion,Wardrobe Edit,Colour Analysis,Personal Shopping,Yes,121.0
JN00981,CL0981,STY039,CON014,2024-10-14,2025-01-07,8,2110.99,389,55,Lapsed,Makeup,Personal Shopping,Colour Analysis,Yes,263.87
JN00982,CL0982,STY022,CON007,2024-04-03,2024-11-08,6,487.81,449,64,Lapsed,Makeup,Colour Analysis,Personal Shopping,Yes,81.3
JN00983,CL0983,STY027,CON009,2020-02-07,2022-11-07,10,1291.55,1181,168,Lapsed,Makeup,Colour Analysis,Wardrobe Edit,Yes,129.16
