NPSID,Date,ConsultantID,StylistID,ClientID,ServiceID,NPS_Score,NPS_Category,MainSeason,Year
NPS002191,2023-02-28,CON003,STY009,CL0656,SV03,9,Promoter,Autumn,2023
NPS002192,2023-02-28,CON003,STY008,CL1805,SV04,8,Passive,Autumn,2023
NPS002193,2023-02-28,CON004,STY013,CL0366,SV01,7,Passive,Spring,2023
NPS002194,2023-02-28,CON004,STY010,CL1959,SV04,8,Passive,Spring,2023
NPS002195,2023-02-28,CON004,STY011,CL0528,SV01,7,Passive,Autumn,2023
NPS002196,2023-02-28,CON005,STY014,CL2195,SV04,10,Promoter,Summer,2023
NPS002197,2023-02-28,CON005,STY015,CL2156,SV12,7,Passive,Summer,2023
NPS002198,2023-02-28,CON006,STY019,CL1938,SV08,8,Passive,Autumn,2023
NPS002199,2023-02-28,CON006,STY019,CL0532,SV03,10,Promoter,Winter,2023
NPS002200,2023-02-28,CON006,STY018,CL2732,SV01,8,Passive,Spring,2023
NPS002201,2023-02-28,CON007,STY021,CL0589,SV03,9,Promoter,Autumn,2023
NPS002202,2023-02-28,CON007,STY021,CL2044,SV07,7,Passive,Summer,2023
NPS002203,2023-02-28,CON008,STY024,CL0041,SV02,9,Promoter,Spring,2023
NPS002204,2023-02-28,CON008,STY023,CL1387,SV08,7,Passive,Autumn,2023
NPS002205,2023-02-28,CON009,STY028,CL2788,SV04,8,Passive,Autumn,2023
NPS002206,2023-02-28,CON009,STY028,CL0869,SV01,10,Promoter,Autumn,2023
NPS002207,2023-02-28,CON009,STY026,CL0993,SV08,8,Passive,Summer,2023
NPS002208,2023-02-28,CON009,STY026,CL0814,SV11,10,Promoter,Autumn,2023
NPS002209,2023-02-28,CON010,STY029,CL0305,SV01,8,Passive,Summer,2023
NPS002210,2023-02-28,CON011,STY032,CL1283,SV02,8,Passive,Spring,2023
NPS002211,2023-02-28,CON011,STY031,CL1035,SV06,9,Promoter,Autumn,2023
NPS002212,2023-02-28,CON012,STY035,CL0312,SV01,8,Passive,Summer,2023
NPS002213,2023-02-28,CON012,STY035,CL2344,SV03,7,Passive,Autumn,2023
NPS002214,2023-02-28,CON013,STY038,CL1593,SV08,9,Promoter,Autumn,2023
NPS002215,2023-02-28,CON013,STY038,CL1227,SV03,9,Promoter,Autumn,2023
NPS002216,2023-02-28,CON014,STY040,CL1037,SV06,5,Detractor,Summer,2023
NPS002217,2023-02-28,CON014,STY039,CL2313,SV03,9,Promoter,Summer,2023
NPS002218,2023-02-28,CON014,STY039,CL0647,SV03,9,Promoter,Spring,2023
NPS002219,2023-02-28,CON015,STY043,CL2543,SV01,10,Promoter,Spring,2023
NPS002220,2023-02-28,CON015,STY042,CL0520,SV11,10,Promoter,Winter,2023
NPS002221,2023-02-28,CON015,STY043,CL0051,SV03,8,Passive,Summer,2023
NPS002222,2023-02-28,CON015,STY042,CL0133,SV03,5,Detractor,Summer,2023
NPS002223,2023-02-28,CON016,STY044,CL1923,SV07,5,Detractor,Spring,2023
NPS002224,2023-02-28,CON017,STY047,CL1378,SV08,10,Promoter,Summer,2023
NPS002225,2023-02-28,CON017,STY049,CL1286,SV10,6,Detractor,Winter,2023
NPS002226,2023-02-28,CON017,STY049,CL2884,SV01,9,Promoter,Spring,2023
NPS002227,2023-02-28,CON018,STY052,CL2066,SV06,9,Promoter,Winter,2023
NPS002228,2023-02-28,CON018,STY050,CL1741,SV10,8,Passive,Summer,2023
NPS002229,2023-02-28,CON019,STY054,CL1792,SV02,9,Promoter,Autumn,2023
NPS002230,2023-02-28,CON019,STY053,CL1373,SV09,6,Detractor,Spring,2023
NPS002231,2023-02-28,CON020,STY057,CL1638,SV01,6,Detractor,Spring,2023
NPS002232,2023-02-28,CON020,STY057,CL0071,SV07,5,Detractor,Autumn,2023
NPS002233,2023-02-28,CON021,STY061,CL1416,SV04,8,Passive,Summer,2023
NPS002234,2023-02-28,CON022,STY065,CL0278,SV04,10,Promoter,Autumn,2023
NPS002235,2023-02-28,CON022,STY064,CL1812,SV10,7,Passive,Spring,2023
NPS002236,2023-02-28,CON023,STY066,CL1886,SV10,8,Passive,Winter,2023
NPS002237,2023-02-28,CON023,STY066,CL0822,SV08,8,Passive,Winter,2023
NPS002238,2023-02-28,CON023,STY067,CL2137,SV01,10,Promoter,Summer,2023
NPS002239,2023-02-28,CON025,STY073,CL2483,SV01,9,Promoter,Autumn,2023
NPS002240,2023-03-01,CON001,STY002,CL0116,SV04,8,Passive,Spring,2023
NPS002241,2023-03-01,CON002,STY004,CL2168,SV05,10,Promoter,Summer,2023
NPS002242,2023-03-01,CON003,STY008,CL2114,SV03,9,Promoter,Spring,2023
NPS002243,2023-03-01,CON003,STY008,CL0998,SV03,8,Passive,Winter,2023
NPS002244,2023-03-01,CON004,STY010,CL2184,SV07,8,Passive,Winter,2023
NPS002245,2023-03-01,CON005,STY016,CL1985,SV01,9,Promoter,Autumn,2023
NPS002246,2023-03-01,CON005,STY014,CL1181,SV01,7,Passive,Spring,2023
NPS002247,2023-03-01,CON006,STY018,CL2376,SV08,10,Promoter,Summer,2023
NPS002248,2023-03-01,CON006,STY019,CL0470,SV07,6,Detractor,Spring,2023
NPS002249,2023-03-01,CON006,STY019,CL0069,SV07,7,Passive,Winter,2023
NPS002250,2023-03-01,CON006,STY019,CL1376,SV09,9,Promoter,Autumn,2023
NPS002251,2023-03-01,CON007,STY022,CL2338,SV03,8,Passive,Winter,2023
NPS002252,2023-03-01,CON007,STY022,CL1361,SV06,10,Promoter,Autumn,2023
NPS002253,2023-03-01,CON008,STY024,CL0923,SV10,8,Passive,Winter,2023
NPS002254,2023-03-01,CON008,STY023,CL1487,SV01,8,Passive,Summer,2023
NPS002255,2023-03-01,CON008,STY023,CL1216,SV08,10,Promoter,Winter,2023
NPS002256,2023-03-01,CON008,STY023,CL1667,SV09,7,Passive,Autumn,2023
NPS002257,2023-03-01,CON009,STY028,CL2228,SV04,8,Passive,Winter,2023
NPS002258,2023-03-01,CON010,STY030,CL1793,SV03,7,Passive,Spring,2023
NPS002259,2023-03-01,CON010,STY029,CL1631,SV11,10,Promoter,Autumn,2023
NPS002260,2023-03-01,CON010,STY029,CL0445,SV03,7,Passive,Winter,2023
NPS002261,2023-03-01,CON011,STY032,CL0629,SV03,8,Passive,Summer,2023
NPS002262,2023-03-01,CON012,STY036,CL2051,SV03,10,Promoter,Autumn,2023
NPS002263,2023-03-01,CON013,STY038,CL2617,SV10,9,Promoter,Winter,2023
NPS002264,2023-03-01,CON013,STY037,CL2527,SV07,8,Passive,Autumn,2023
NPS002265,2023-03-01,CON014,STY039,CL1035,SV02,10,Promoter,Autumn,2023
NPS002266,2023-03-01,CON014,STY040,CL0760,SV01,10,Promoter,Autumn,2023
NPS002267,2023-03-01,CON015,STY043,CL1697,SV10,7,Passive,Winter,2023
NPS002268,2023-03-01,CON016,STY045,CL0898,SV10,9,Promoter,Winter,2023
NPS002269,2023-03-01,CON016,STY046,CL2470,SV01,9,Promoter,Summer,2023
NPS002270,2023-03-01,CON017,STY049,CL0712,SV02,9,Promoter,Autumn,2023
NPS002271,2023-03-01,CON017,STY048,CL1789,SV01,10,Promoter,Summer,2023
NPS002272,2023-03-01,CON017,STY048,CL0635,SV01,8,Passive,Summer,2023
NPS002273,2023-03-01,CON018,STY052,CL0362,SV01,10,Promoter,Summer,2023
NPS002274,2023-03-01,CON018,STY051,CL2358,SV10,6,Detractor,Winter,2023
NPS002275,2023-03-01,CON019,STY054,CL0028,SV03,7,Passive,Summer,2023
NPS002276,2023-03-01,CON020,STY055,CL0705,SV04,8,Passive,Winter,2023
NPS002277,2023-03-01,CON020,STY055,CL2836,SV02,9,Promoter,Winter,2023
NPS002278,2023-03-01,CON021,STY061,CL1925,SV01,9,Promoter,Spring,2023
NPS002279,2023-03-01,CON021,STY060,CL1760,SV10,5,Detractor,Autumn,2023
NPS002280,2023-03-01,CON021,STY060,CL2379,SV10,9,Promoter,Winter,2023
NPS002281,2023-03-01,CON022,STY064,CL0619,SV05,10,Promoter,Winter,2023
NPS002282,2023-03-01,CON022,STY063,CL2610,SV04,10,Promoter,Autumn,2023
NPS002283,2023-03-01,CON022,STY062,CL2906,SV04,9,Promoter,Winter,2023
NPS002284,2023-03-01,CON023,STY066,CL0765,SV04,10,Promoter,Spring,2023
NPS002285,2023-03-01,CON023,STY066,CL1982,SV10,5,Detractor,Autumn,2023
NPS002286,2023-03-01,CON024,STY070,CL0418,SV01,10,Promoter,Winter,2023
NPS002287,2023-03-01,CON024,STY070,CL1631,SV01,8,Passive,Autumn,2023
NPS002288,2023-03-02,CON001,STY002,CL2052,SV05,9,Promoter,Autumn,2023
NPS002289,2023-03-02,CON002,STY003,CL1983,SV02,10,Promoter,Autumn,2023
NPS002290,2023-03-02,CON002,STY006,CL0346,SV05,9,Promoter,Spring,2023
NPS002291,2023-03-02,CON003,STY008,CL0588,SV01,7,Passive,Summer,2023
NPS002292,2023-03-02,CON003,STY007,CL1003,SV07,7,Passive,Summer,2023
NPS002293,2023-03-02,CON003,STY009,CL1967,SV01,9,Promoter,Winter,2023
NPS002294,2023-03-02,CON004,STY013,CL2312,SV01,6,Detractor,Winter,2023
NPS002295,2023-03-02,CON004,STY011,CL1533,SV03,9,Promoter,Spring,2023
NPS002296,2023-03-02,CON005,STY016,CL1858,SV04,8,Passive,Spring,2023
NPS002297,2023-03-02,CON006,STY019,CL0214,SV01,9,Promoter,Summer,2023
NPS002298,2023-03-02,CON006,STY019,CL1166,SV11,10,Promoter,Autumn,2023
NPS002299,2023-03-02,CON006,STY018,CL2170,SV08,8,Passive,Winter,2023
NPS002300,2023-03-02,CON007,STY020,CL2442,SV01,10,Promoter,Summer,2023
NPS002301,2023-03-02,CON007,STY021,CL0153,SV03,8,Passive,Spring,2023
NPS002302,2023-03-02,CON008,STY023,CL1507,SV02,9,Promoter,Summer,2023
NPS002303,2023-03-02,CON008,STY023,CL1862,SV05,10,Promoter,Autumn,2023
NPS002304,2023-03-02,CON009,STY027,CL1473,SV10,5,Detractor,Winter,2023
NPS002305,2023-03-02,CON010,STY030,CL0772,SV01,10,Promoter,Spring,2023
NPS002306,2023-03-02,CON011,STY031,CL2895,SV12,7,Passive,Autumn,2023
NPS002307,2023-03-02,CON011,STY032,CL2379,SV07,8,Passive,Autumn,2023
NPS002308,2023-03-02,CON011,STY031,CL2774,SV10,5,Detractor,Summer,2023
NPS002309,2023-03-02,CON012,STY034,CL0224,SV11,8,Passive,Winter,2023
NPS002310,2023-03-02,CON013,STY038,CL0947,SV10,9,Promoter,Spring,2023
NPS002311,2023-03-02,CON013,STY037,CL0262,SV01,10,Promoter,Autumn,2023
NPS002312,2023-03-02,CON014,STY039,CL0190,SV08,9,Promoter,Summer,2023
NPS002313,2023-03-02,CON014,STY039,CL2908,SV05,8,Passive,Spring,2023
NPS002314,2023-03-02,CON015,STY043,CL1467,SV02,9,Promoter,Spring,2023
NPS002315,2023-03-02,CON015,STY043,CL1481,SV03,7,Passive,Spring,2023
NPS002316,2023-03-02,CON015,STY043,CL2160,SV09,9,Promoter,Autumn,2023
NPS002317,2023-03-02,CON017,STY048,CL0792,SV01,10,Promoter,Summer,2023
NPS002318,2023-03-02,CON018,STY050,CL1381,SV01,10,Promoter,Summer,2023
NPS002319,2023-03-02,CON018,STY052,CL2021,SV10,6,Detractor,Winter,2023
NPS002320,2023-03-02,CON019,STY053,CL2558,SV10,10,Promoter,Winter,2023
NPS002321,2023-03-02,CON019,STY053,CL1300,SV11,8,Passive,Spring,2023
NPS002322,2023-03-02,CON020,STY056,CL1493,SV04,10,Promoter,Summer,2023
NPS002323,2023-03-02,CON020,STY056,CL2446,SV03,7,Passive,Summer,2023
NPS002324,2023-03-02,CON021,STY058,CL1042,SV01,5,Detractor,Spring,2023
NPS002325,2023-03-02,CON021,STY061,CL1891,SV10,7,Passive,Spring,2023
NPS002326,2023-03-02,CON021,STY059,CL0874,SV01,9,Promoter,Autumn,2023
NPS002327,2023-03-02,CON023,STY067,CL1303,SV10,8,Passive,Autumn,2023
NPS002328,2023-03-02,CON024,STY070,CL2663,SV07,9,Promoter,Winter,2023
NPS002329,2023-03-02,CON024,STY069,CL1793,SV10,9,Promoter,Autumn,2023
NPS002330,2023-03-02,CON025,STY074,CL1241,SV07,7,Passive,Winter,2023
NPS002331,2023-03-03,CON004,STY012,CL0225,SV02,9,Promoter,Summer,2023
NPS002332,2023-03-03,CON004,STY012,CL1731,SV10,9,Promoter,Autumn,2023
NPS002333,2023-03-03,CON004,STY013,CL0957,SV03,10,Promoter,Spring,2023
NPS002334,2023-03-03,CON004,STY012,CL1326,SV01,8,Passive,Winter,2023
NPS002335,2023-03-03,CON005,STY016,CL0917,SV01,10,Promoter,Winter,2023
NPS002336,2023-03-03,CON005,STY014,CL0049,SV08,9,Promoter,Autumn,2023
NPS002337,2023-03-03,CON005,STY014,CL1540,SV03,8,Passive,Spring,2023
NPS002338,2023-03-03,CON005,STY016,CL2760,SV01,10,Promoter,Summer,2023
NPS002339,2023-03-03,CON006,STY019,CL2681,SV01,9,Promoter,Winter,2023
NPS002340,2023-03-03,CON007,STY020,CL0640,SV08,10,Promoter,Summer,2023
NPS002341,2023-03-03,CON007,STY022,CL1041,SV03,5,Detractor,Spring,2023
NPS002342,2023-03-03,CON008,STY024,CL2345,SV03,9,Promoter,Winter,2023
NPS002343,2023-03-03,CON008,STY024,CL2967,SV01,5,Detractor,Winter,2023
NPS002344,2023-03-03,CON010,STY029,CL1600,SV08,10,Promoter,Autumn,2023
NPS002345,2023-03-03,CON011,STY031,CL1745,SV02,8,Passive,Winter,2023
NPS002346,2023-03-03,CON011,STY031,CL2607,SV08,10,Promoter,Autumn,2023
NPS002347,2023-03-03,CON011,STY031,CL2183,SV04,7,Passive,Winter,2023
NPS002348,2023-03-03,CON012,STY035,CL1886,SV09,7,Passive,Winter,2023
NPS002349,2023-03-03,CON012,STY034,CL0989,SV01,7,Passive,Spring,2023
NPS002350,2023-03-03,CON012,STY033,CL1887,SV01,8,Passive,Winter,2023
NPS002351,2023-03-03,CON013,STY037,CL0773,SV08,10,Promoter,Spring,2023
NPS002352,2023-03-03,CON013,STY038,CL0415,SV01,8,Passive,Winter,2023
NPS002353,2023-03-03,CON014,STY040,CL1069,SV10,9,Promoter,Spring,2023
NPS002354,2023-03-03,CON014,STY040,CL0207,SV01,6,Detractor,Winter,2023
NPS002355,2023-03-03,CON015,STY043,CL2626,SV10,10,Promoter,Spring,2023
NPS002356,2023-03-03,CON016,STY045,CL2486,SV11,9,Promoter,Summer,2023
NPS002357,2023-03-03,CON016,STY046,CL0611,SV03,6,Detractor,Summer,2023
NPS002358,2023-03-03,CON018,STY050,CL1314,SV01,8,Passive,Spring,2023
NPS002359,2023-03-03,CON018,STY050,CL1948,SV01,7,Passive,Summer,2023
NPS002360,2023-03-03,CON019,STY053,CL2152,SV05,10,Promoter,Summer,2023
NPS002361,2023-03-03,CON019,STY054,CL0137,SV10,8,Passive,Autumn,2023
NPS002362,2023-03-03,CON020,STY056,CL2948,SV01,7,Passive,Winter,2023
NPS002363,2023-03-03,CON020,STY056,CL1447,SV11,9,Promoter,Autumn,2023
NPS002364,2023-03-03,CON020,STY057,CL0458,SV10,9,Promoter,Autumn,2023
NPS002365,2023-03-03,CON021,STY058,CL0857,SV09,7,Passive,Autumn,2023
NPS002366,2023-03-03,CON021,STY059,CL1106,SV04,9,Promoter,Winter,2023
NPS002367,2023-03-03,CON022,STY062,CL0948,SV08,9,Promoter,Autumn,2023
NPS002368,2023-03-03,CON022,STY064,CL1621,SV05,7,Passive,Spring,2023
NPS002369,2023-03-03,CON023,STY066,CL1081,SV10,7,Passive,Autumn,2023
NPS002370,2023-03-03,CON023,STY066,CL2671,SV01,10,Promoter,Winter,2023
NPS002371,2023-03-03,CON024,STY069,CL1972,SV02,10,Promoter,Winter,2023
NPS002372,2023-03-03,CON024,STY068,CL0137,SV02,10,Promoter,Autumn,2023
NPS002373,2023-03-03,CON024,STY069,CL2860,SV10,7,Passive,Autumn,2023
NPS002374,2023-03-04,CON001,STY002,CL0428,SV01,9,Promoter,Winter,2023
NPS002375,2023-03-04,CON001,STY001,CL0780,SV08,7,Passive,Summer,2023
NPS002376,2023-03-04,CON002,STY004,CL2344,SV01,9,Promoter,Winter,2023
NPS002377,2023-03-04,CON002,STY005,CL0060,SV01,7,Passive,Summer,2023
NPS002378,2023-03-04,CON002,STY005,CL1108,SV01,8,Passive,Autumn,2023
NPS002379,2023-03-04,CON003,STY008,CL1316,SV10,9,Promoter,Spring,2023
NPS002380,2023-03-04,CON004,STY010,CL1576,SV10,6,Detractor,Autumn,2023
NPS002381,2023-03-04,CON004,STY012,CL0141,SV08,6,Detractor,Winter,2023
NPS002382,2023-03-04,CON005,STY014,CL2875,SV08,9,Promoter,Summer,2023
NPS002383,2023-03-04,CON006,STY019,CL2211,SV10,6,Detractor,Winter,2023
NPS002384,2023-03-04,CON006,STY018,CL2856,SV12,8,Passive,Winter,2023
NPS002385,2023-03-04,CON007,STY021,CL1720,SV07,7,Passive,Autumn,2023
NPS002386,2023-03-04,CON007,STY022,CL1295,SV07,5,Detractor,Winter,2023
NPS002387,2023-03-04,CON007,STY020,CL1055,SV01,10,Promoter,Winter,2023
NPS002388,2023-03-04,CON007,STY022,CL1961,SV03,10,Promoter,Spring,2023
NPS002389,2023-03-04,CON008,STY023,CL0023,SV04,7,Passive,Spring,2023
NPS002390,2023-03-04,CON008,STY024,CL1470,SV02,8,Passive,Summer,2023
NPS002391,2023-03-04,CON009,STY028,CL1156,SV01,7,Passive,Autumn,2023
NPS002392,2023-03-04,CON009,STY027,CL2854,SV04,9,Promoter,Autumn,2023
NPS002393,2023-03-04,CON010,STY029,CL1574,SV09,9,Promoter,Summer,2023
NPS002394,2023-03-04,CON010,STY030,CL2465,SV05,7,Passive,Spring,2023
NPS002395,2023-03-04,CON010,STY030,CL0290,SV10,8,Passive,Autumn,2023
NPS002396,2023-03-04,CON011,STY032,CL2957,SV08,10,Promoter,Winter,2023
NPS002397,2023-03-04,CON011,STY031,CL0937,SV01,9,Promoter,Spring,2023
NPS002398,2023-03-04,CON012,STY035,CL1693,SV03,9,Promoter,Autumn,2023
NPS002399,2023-03-04,CON012,STY034,CL2637,SV08,5,Detractor,Autumn,2023
NPS002400,2023-03-04,CON013,STY037,CL0276,SV10,8,Passive,Spring,2023
NPS002401,2023-03-04,CON014,STY041,CL2918,SV08,10,Promoter,Winter,2023
NPS002402,2023-03-04,CON014,STY041,CL0021,SV02,10,Promoter,Winter,2023
NPS002403,2023-03-04,CON015,STY043,CL2376,SV02,9,Promoter,Spring,2023
NPS002404,2023-03-04,CON015,STY043,CL1953,SV07,10,Promoter,Summer,2023
NPS002405,2023-03-04,CON015,STY042,CL2344,SV02,8,Passive,Autumn,2023
NPS002406,2023-03-04,CON016,STY044,CL2204,SV05,9,Promoter,Autumn,2023
NPS002407,2023-03-04,CON016,STY045,CL1875,SV03,7,Passive,Autumn,2023
NPS002408,2023-03-04,CON017,STY048,CL1495,SV05,9,Promoter,Spring,2023
NPS002409,2023-03-04,CON018,STY052,CL1833,SV03,10,Promoter,Summer,2023
NPS002410,2023-03-04,CON018,STY052,CL2422,SV09,7,Passive,Winter,2023
NPS002411,2023-03-04,CON019,STY054,CL1475,SV08,9,Promoter,Summer,2023
NPS002412,2023-03-04,CON020,STY056,CL1314,SV10,9,Promoter,Autumn,2023
NPS002413,2023-03-04,CON020,STY057,CL1095,SV10,8,Passive,Winter,2023
NPS002414,2023-03-04,CON020,STY055,CL2758,SV03,8,Passive,Autumn,2023
NPS002415,2023-03-04,CON021,STY060,CL0109,SV11,10,Promoter,Winter,2023
NPS002416,2023-03-04,CON021,STY059,CL1926,SV10,10,Promoter,Spring,2023
NPS002417,2023-03-04,CON021,STY060,CL2939,SV04,10,Promoter,Autumn,2023
NPS002418,2023-03-04,CON022,STY065,CL0962,SV03,10,Promoter,Autumn,2023
NPS002419,2023-03-04,CON022,STY064,CL2791,SV03,10,Promoter,Summer,2023
NPS002420,2023-03-04,CON023,STY066,CL2835,SV02,10,Promoter,Summer,2023
NPS002421,2023-03-04,CON023,STY067,CL0918,SV03,9,Promoter,Autumn,2023
NPS002422,2023-03-04,CON023,STY066,CL1721,SV04,5,Detractor,Summer,2023
NPS002423,2023-03-04,CON024,STY069,CL2813,SV10,7,Passive,Autumn,2023
NPS002424,2023-03-04,CON024,STY071,CL1750,SV01,9,Promoter,Winter,2023
NPS002425,2023-03-04,CON025,STY072,CL2146,SV01,8,Passive,Spring,2023
NPS002426,2023-03-04,CON025,STY073,CL0855,SV01,9,Promoter,Autumn,2023
NPS002427,2023-03-06,CON001,STY001,CL2554,SV08,9,Promoter,Summer,2023
NPS002428,2023-03-06,CON002,STY004,CL0483,SV06,5,Detractor,Spring,2023
NPS002429,2023-03-06,CON003,STY007,CL2418,SV10,7,Passive,Summer,2023
NPS002430,2023-03-06,CON004,STY013,CL0244,SV09,9,Promoter,Summer,2023
NPS002431,2023-03-06,CON005,STY015,CL1189,SV10,10,Promoter,Summer,2023
NPS002432,2023-03-06,CON006,STY019,CL2171,SV10,9,Promoter,Autumn,2023
NPS002433,2023-03-06,CON006,STY018,CL0560,SV03,10,Promoter,Winter,2023
NPS002434,2023-03-06,CON006,STY018,CL1352,SV03,9,Promoter,Summer,2023
NPS002435,2023-03-06,CON007,STY022,CL2768,SV06,9,Promoter,Winter,2023
NPS002436,2023-03-06,CON007,STY022,CL2898,SV03,10,Promoter,Autumn,2023
NPS002437,2023-03-06,CON008,STY024,CL2040,SV03,8,Passive,Autumn,2023
NPS002438,2023-03-06,CON009,STY027,CL0411,SV08,9,Promoter,Winter,2023
NPS002439,2023-03-06,CON010,STY030,CL2886,SV02,7,Passive,Spring,2023
NPS002440,2023-03-06,CON011,STY031,CL1018,SV09,9,Promoter,Autumn,2023
NPS002441,2023-03-06,CON013,STY037,CL1465,SV01,8,Passive,Summer,2023
NPS002442,2023-03-06,CON013,STY038,CL0467,SV01,9,Promoter,Winter,2023
NPS002443,2023-03-06,CON014,STY041,CL1955,SV09,7,Passive,Spring,2023
NPS002444,2023-03-06,CON014,STY039,CL2324,SV03,9,Promoter,Summer,2023
NPS002445,2023-03-06,CON014,STY039,CL0956,SV04,10,Promoter,Spring,2023
NPS002446,2023-03-06,CON015,STY043,CL0873,SV01,7,Passive,Summer,2023
NPS002447,2023-03-06,CON015,STY042,CL2706,SV01,10,Promoter,Summer,2023
NPS002448,2023-03-06,CON015,STY043,CL0653,SV10,7,Passive,Winter,2023
NPS002449,2023-03-06,CON015,STY043,CL2837,SV03,5,Detractor,Winter,2023
NPS002450,2023-03-06,CON017,STY047,CL2223,SV02,7,Passive,Winter,2023
NPS002451,2023-03-06,CON017,STY048,CL0127,SV08,8,Passive,Spring,2023
NPS002452,2023-03-06,CON017,STY047,CL1665,SV09,8,Passive,Spring,2023
NPS002453,2023-03-06,CON018,STY052,CL2026,SV09,8,Passive,Autumn,2023
NPS002454,2023-03-06,CON018,STY050,CL1362,SV10,10,Promoter,Autumn,2023
NPS002455,2023-03-06,CON018,STY051,CL1069,SV02,10,Promoter,Spring,2023
NPS002456,2023-03-06,CON019,STY054,CL2016,SV08,8,Passive,Summer,2023
NPS002457,2023-03-06,CON019,STY053,CL0475,SV01,9,Promoter,Summer,2023
NPS002458,2023-03-06,CON019,STY054,CL2750,SV05,8,Passive,Summer,2023
NPS002459,2023-03-06,CON020,STY056,CL1336,SV10,5,Detractor,Spring,2023
NPS002460,2023-03-06,CON020,STY056,CL0563,SV02,9,Promoter,Winter,2023
NPS002461,2023-03-06,CON021,STY058,CL1420,SV01,9,Promoter,Spring,2023
NPS002462,2023-03-06,CON022,STY062,CL1684,SV02,5,Detractor,Winter,2023
NPS002463,2023-03-06,CON023,STY066,CL1799,SV04,5,Detractor,Winter,2023
NPS002464,2023-03-06,CON023,STY066,CL1935,SV03,9,Promoter,Spring,2023
NPS002465,2023-03-06,CON024,STY071,CL1031,SV01,7,Passive,Spring,2023
NPS002466,2023-03-07,CON001,STY001,CL1425,SV10,9,Promoter,Spring,2023
NPS002467,2023-03-07,CON001,STY002,CL1507,SV04,9,Promoter,Summer,2023
NPS002468,2023-03-07,CON001,STY002,CL1776,SV09,10,Promoter,Autumn,2023
NPS002469,2023-03-07,CON002,STY003,CL1227,SV08,9,Promoter,Winter,2023
NPS002470,2023-03-07,CON003,STY008,CL0724,SV01,8,Passive,Winter,2023
NPS002471,2023-03-07,CON004,STY010,CL2819,SV11,8,Passive,Spring,2023
NPS002472,2023-03-07,CON004,STY013,CL1174,SV02,9,Promoter,Winter,2023
NPS002473,2023-03-07,CON005,STY015,CL0372,SV04,7,Passive,Spring,2023
NPS002474,2023-03-07,CON005,STY014,CL0060,SV03,10,Promoter,Autumn,2023
NPS002475,2023-03-07,CON005,STY014,CL2659,SV10,8,Passive,Spring,2023
NPS002476,2023-03-07,CON005,STY016,CL1381,SV10,8,Passive,Winter,2023
NPS002477,2023-03-07,CON006,STY019,CL1785,SV08,10,Promoter,Winter,2023
NPS002478,2023-03-07,CON006,STY019,CL1539,SV03,7,Passive,Autumn,2023
NPS002479,2023-03-07,CON007,STY020,CL0189,SV02,9,Promoter,Autumn,2023
NPS002480,2023-03-07,CON007,STY022,CL0837,SV10,10,Promoter,Winter,2023
NPS002481,2023-03-07,CON008,STY023,CL0481,SV02,8,Passive,Spring,2023
NPS002482,2023-03-07,CON008,STY023,CL0987,SV02,8,Passive,Winter,2023
NPS002483,2023-03-07,CON009,STY028,CL2663,SV02,10,Promoter,Winter,2023
NPS002484,2023-03-07,CON009,STY027,CL0157,SV04,8,Passive,Autumn,2023
NPS002485,2023-03-07,CON010,STY030,CL0994,SV08,10,Promoter,Spring,2023
NPS002486,2023-03-07,CON010,STY029,CL0196,SV10,9,Promoter,Summer,2023
NPS002487,2023-03-07,CON012,STY034,CL0100,SV03,10,Promoter,Autumn,2023
NPS002488,2023-03-07,CON013,STY037,CL0054,SV01,8,Passive,Summer,2023
NPS002489,2023-03-07,CON013,STY037,CL0773,SV01,10,Promoter,Summer,2023
NPS002490,2023-03-07,CON014,STY041,CL1416,SV08,10,Promoter,Spring,2023
NPS002491,2023-03-07,CON014,STY040,CL2174,SV01,10,Promoter,Winter,2023
NPS002492,2023-03-07,CON016,STY046,CL1357,SV03,8,Passive,Autumn,2023
NPS002493,2023-03-07,CON016,STY044,CL2868,SV03,9,Promoter,Winter,2023
NPS002494,2023-03-07,CON016,STY045,CL0927,SV02,9,Promoter,Autumn,2023
NPS002495,2023-03-07,CON017,STY048,CL2469,SV10,8,Passive,Spring,2023
NPS002496,2023-03-07,CON017,STY047,CL0610,SV03,10,Promoter,Summer,2023
NPS002497,2023-03-07,CON018,STY050,CL0285,SV02,8,Passive,Winter,2023
NPS002498,2023-03-07,CON019,STY053,CL1434,SV11,10,Promoter,Winter,2023
NPS002499,2023-03-07,CON020,STY056,CL1147,SV11,7,Passive,Summer,2023
NPS002500,2023-03-07,CON020,STY056,CL0446,SV03,5,Detractor,Summer,2023
NPS002501,2023-03-07,CON020,STY056,CL2256,SV03,8,Passive,Winter,2023
NPS002502,2023-03-07,CON020,STY056,CL0813,SV01,8,Passive,Spring,2023
NPS002503,2023-03-07,CON021,STY061,CL0981,SV06,7,Passive,Spring,2023
NPS002504,2023-03-07,CON021,STY060,CL2031,SV07,8,Passive,Spring,2023
NPS002505,2023-03-07,CON022,STY064,CL1757,SV10,10,Promoter,Autumn,2023
NPS002506,2023-03-07,CON022,STY065,CL1901,SV08,6,Detractor,Summer,2023
NPS002507,2023-03-07,CON022,STY065,CL1462,SV04,9,Promoter,Summer,2023
